Ticker,IV_Required,Reason
WYNN,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
XEL,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
XLB,True,MEDIUM priority: IV Maturity Level 2 (20-60 trading days)
XLE,True,MEDIUM priority: IV Maturity Level 2 (20-60 trading days)
XLI,True,MEDIUM priority: IV Maturity Level 2 (20-60 trading days)
XLK,True,MEDIUM priority: IV Maturity Level 2 (20-60 trading days)
XLRE,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
XLU,True,MEDIUM priority: IV Maturity Level 2 (20-60 trading days)
XYL,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
XYZ,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
YUM,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
ZBH,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
ZBRA,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
ZTS,True,HIGH priority: IV Maturity Level 1 (<20 trading days)
