Ticker,timestamp,Date,Error,data_source,last_price,volume,price_source,quote_time,trade_time,quote_age_sec,is_market_open,market_status,price_history_status,hv_status,IV_7_D_Call,IV_14_D_Call,IV_21_D_Call,IV_30_D_Call,IV_60_D_Call,IV_90_D_Call,IV_120_D_Call,IV_150_D_Call,IV_180_D_Call,IV_270_D_Call,IV_360_D_Call,IV_720_D_Call,IV_1080_D_Call,IV_7_D_Put,IV_14_D_Put,IV_21_D_Put,IV_30_D_Put,IV_60_D_Put,IV_90_D_Put,IV_120_D_Put,IV_150_D_Put,IV_180_D_Put,IV_270_D_Put,IV_360_D_Put,IV_720_D_Put,IV_1080_D_Put,hv_10,hv_20,hv_30,hv_60,hv_90,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,hv_slope,volatility_regime,HV_EWMA,highPrice,lowPrice,openPrice,closePrice,52WeekHigh,52WeekLow,netChange,netPercentChange,dividendDate,dividendYield,snapshot_ts,VVIX,VIX,SPY_Change_Pct,Snapshot_Age_Hours,Snapshot_Age_Trading_Days,Stock_Price,Stock_Price_Source,YF_Demand_Status,Resolution_Path,iv_7d,iv_14d,iv_21d,iv_30d,iv_60d,iv_90d,iv_120d,iv_180d,iv_360d,IV_History_Count,IV_Maturity_Level,IV_Rank_20D,IV_Rank_30D,IV_Rank_60D,IV_Rank_252D,IV_7D_5D_ROC,IV_30D_5D_ROC,IV_30D_10D_ROC,IV_90D_10D_ROC,IV_30D_Mean_30,IV_30D_Std_30,IV_30D_ZScore_30,Slope_30_7,Slope_30_21,Slope_90_30,Slope_180_90,Surface_Steepness,Surface_Shape,IV_Regime,Structural_IV_Cycle,LongTerm_ZScore,IV_Rank_Source,Regime_Days_In,IV_Trend_7D,HV_Accel_Proxy,IV_Maturity_State,Regime,IV_Rank,HV_Trend_30D,Recent_Vol_Spike,Regime_Original,Regime_Adjusted,VVIX_Override_Applied,VVIX_Flag,IV_Timing_State,IV_Chase_Risk,Trend_State,Price_vs_SMA20,Price_vs_SMA50,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,Step2_Warning,RV_IV_Ratio,OHLC_Status,OHLC_Bar_Count,OHLC_Last_Date,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,Signal_Type,intraday_range_pct,gap_pct,intraday_position_pct,compression_tag,gap_tag,intraday_position_tag,pct_from_52w_high,pct_from_52w_low,52w_range_position,52w_regime_tag,52w_strategy_context,net_change,net_percent_change,momentum_tag,entry_timing_context,days_to_earnings,earnings_proximity_flag,Earnings_Formation_Phase,Earnings_IV_Velocity,Earnings_Move_Ratio,Earnings_Beat_Rate,Earnings_Avg_IV_Crush,Earnings_Consecutive_Beats,Earnings_Consecutive_Misses,IVHV_gap_30D,IV_Rank_30D_Missing_Reason,IV_Maturity_State_Missing_Reason,Signal_Type_Missing_Reason,Regime_Missing_Reason,ADX_Missing_Reason,RSI_14_Missing_Reason,SMA20_Missing_Reason,MACD_Missing_Reason,Price_vs_SMA20_Missing_Reason,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,IVHV_gap_10D,ShortTerm_Front_Rich,IVHV_gap_EWMA,ShortTerm_EWMA_Rich,ShortTerm_EWMA_Cheap,Gap_Trigger_Type,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol
CTAS,2026-03-13 07:54:16.448,2026-03-13,,schwab,193.296404,286595.0,lastPrice,2026-03-13 14:54:10.510,2026-03-13 14:54:00.011,16.437,True,OPEN,OK,COMPUTED,26.42,38.193,,34.877,31.973,25.308,25.308,,25.804,,31.081,,,,,,,,,,,,,,,,23.61860627018245,19.885200327823433,19.429786694419068,17.541667335761254,16.812337677203608,23.61860627018245,19.885200327823433,19.429786694419068,17.541667335761254,16.812337677203608,18.30979709547471,18.05353433222469,18.44355466963138,4.188819575763382,Normal_Compression,20.213714233017853,195.62,193.23,194.38,193.26,229.24,180.39,0.036404,0.0188368,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,193.296404,SCHWAB_LAST_PRICE,NOT_NEEDED,,28.143,40.438,37.604,35.299,26.596,24.956,24.956,25.361,30.967,12.0,1.0,,,,,0.08417443562678181,0.07089982403980329,0.2484614840489495,-0.055305295832229324,,,,7.155999999999999,-2.3049999999999997,-10.343,0.40500000000000114,2.823999999999998,INVERTED,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-2.1301354853822363,-0.29007642990435706,Stable,22.92551657516926,44.43927879050153,Moderate,23.291003289908613,True,,0.5504344795721995,OK,125,2026-03-13,,0.0,,,False,Bearish,1.2364430742332975,0.5795301666149253,2.7784100418412248,NORMAL,NO_GAP,NEAR_LOW,15.679460827080794,7.15472254559566,26.42047901740021,NEAR_52W_LOW,CONTRARIAN,0.036404,0.0188368,FLAT_DAY,EARLY,,False,,,,91.66666666666666,,1.0,0.0,15.447213305580934,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,34.877,19.429786694419068,15.447213305580934,14.431332664238745,8.495662322796392,7.36044533036862,12.637445330368621,79.50274261126052,82.26887665814048,50.53230839109266,39.90795409134507,68.51957530278624,True,True,True,True,True,False,True,False,True,False,True,False,11.258393729817552,True,14.663285766982149,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
CTRA,2026-03-13 07:54:16.448,2026-03-13,,schwab,31.98,1261410.0,lastPrice,2026-03-13 14:54:24.196,2026-03-13 14:54:18.323,-1.875,True,OPEN,OK,COMPUTED,45.847,38.292,,37.509,46.761,35.424,32.214,,30.238,,33.524,,,,,,,,,,,,,,,,31.534989071828168,27.43046558291654,34.62812684987626,30.244851520072665,30.2727020200886,31.534989071828168,27.43046558291654,34.62812684987626,30.244851520072665,30.2727020200886,29.343138393641375,28.0163915703434,27.818737860626523,-3.093137778048092,Normal_Compression,30.213422178563583,32.055,31.64,31.98,31.98,32.67,22.33,0.0,0.0,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,31.98,SCHWAB_LAST_PRICE,NOT_NEEDED,,38.751,39.011,38.979,37.893,33.192,36.393,35.692,34.965,30.93,12.0,1.0,,,,,0.014238228596853898,-0.13661737565221357,0.05334408183688231,-0.1578423658999398,,,,-0.857999999999997,-1.0859999999999985,-1.5,-1.4279999999999973,-7.820999999999998,INVERTED,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bullish,3.56602132525851,11.160285178859155,Stable,34.912317164744394,63.000355566255365,Strong,31.582359931534377,True,,0.9138396761902267,OK,125,2026-03-13,,0.0,,,False,Bullish,1.2976860537836121,0.0,81.92771084337363,NORMAL,NO_GAP,NEAR_HIGH,2.1120293847566614,43.21540528437082,93.32688588007736,MID_RANGE,NEUTRAL,,,UNKNOWN,UNKNOWN,,False,,,,62.5,,0.0,2.0,2.8808731501237403,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,37.509,34.62812684987626,2.8808731501237403,16.516148479927338,5.151297979911398,2.419262139373476,5.7052621393734775,8.319459965632056,54.608132127764065,17.016313827860685,8.696520135076288,20.508702328470722,True,True,True,True,True,False,True,False,True,False,True,False,5.9740109281718325,True,7.295577821436417,True,False,BOTH,False,False,True,False,False,False,False,False,False,True
CTSH,2026-03-13 07:54:16.448,2026-03-13,,schwab,60.65,1358896.0,lastPrice,2026-03-13 14:54:24.503,2026-03-13 14:54:23.925,-7.477,True,OPEN,OK,COMPUTED,49.43,49.43,,42.317,,41.234,37.936,,37.641,,37.124,,,,,,,,,,,,,,,,24.87073320232844,38.83034852820285,51.27127225015021,40.273910677902066,36.15305228468144,24.87073320232844,38.83034852820285,51.27127225015021,40.273910677902066,36.15305228468144,34.03205313837942,32.01717130654398,30.768623981282985,-26.400539047821773,High_Contraction,41.62237326416917,61.75,60.43,61.62,61.18,87.03,60.035,-0.53,-0.86629618,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,60.65,SCHWAB_LAST_PRICE,NOT_NEEDED,,50.36,50.36,,42.156,,40.291,38.041,37.355,35.72,12.0,1.0,,,,,0.29108342306311846,0.05442327958192462,-0.020204950196416365,-0.037941738299904625,,,,-8.204,,-1.865000000000002,-2.936,-14.64,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-5.530909403876098,-18.78701130282476,Stable,42.793516171200096,29.723463793530332,Strong,24.760955386435164,True,,1.2162271622106038,OK,125,2026-03-13,Descending Triangle,64.0,,,False,Bearish,2.1764220939818637,0.7191892775416766,16.666666666666575,NORMAL,NO_GAP,NEAR_LOW,30.31138687808802,1.0244024319147198,2.278199666604934,NEAR_52W_LOW,CONTRARIAN,-0.53,-0.86629618,NORMAL,MODERATE,,False,,,,87.5,,12.0,0.0,-8.954272250150211,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,42.317,51.27127225015021,8.954272250150211,,5.080947715318558,6.872376018717013,6.355376018717017,-17.46450177101657,,14.053993768795635,22.335662533682306,20.655379397476754,True,False,True,True,False,True,False,False,True,False,True,False,17.44626679767156,True,0.6946267358308305,False,False,BOTH,True,False,False,False,False,True,False,False,True,False
CTVA,2026-03-13 07:54:16.448,2026-03-13,,schwab,78.79,1585662.0,lastPrice,2026-03-13 14:54:23.894,2026-03-13 14:54:19.330,-2.882,True,OPEN,OK,COMPUTED,25.017,25.017,,29.007,32.45,28.344,28.344,,25.538,,,,,,,,,,,,,,,,,,29.255697930501505,23.78959336440672,25.011199425153208,22.09123305733963,21.17168689167291,29.255697930501505,23.78959336440672,25.011199425153208,22.09123305733963,21.17168689167291,26.279783588049487,25.753969025415486,24.44459697547965,4.244498505348297,Normal_Compression,25.01135156658347,80.512,78.48,80.23,79.75,80.905,53.4,-0.96,-1.20376176,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,78.79,SCHWAB_LAST_PRICE,NOT_NEEDED,,31.121,31.121,,28.872,33.188,31.734,31.734,31.851,,12.0,1.0,,,,,0.19150809755350506,0.09256680359439262,0.25219890364113084,0.31605358105586207,,,,-2.2489999999999988,,2.862000000000002,0.11699999999999733,,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bullish,1.894850585950061,7.151746677632982,Rising,32.489406855650046,59.393215598178074,Strong,29.060439315304233,True,,0.8662787276653231,OK,125,2026-03-13,,0.0,Dark Cloud Cover,Moderate,False,Bullish,2.5790074882599265,0.6018808777429517,15.255905511811163,NORMAL,NO_GAP,NEAR_LOW,2.6141771213151164,47.54681647940077,92.31048900199966,MID_RANGE,NEUTRAL,-0.96,-1.20376176,NORMAL,MODERATE,,False,,,,91.66666666666666,,5.0,0.0,3.9958005748467933,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,29.007,25.011199425153208,3.9958005748467933,10.358766942660374,7.172313108327092,1.0934030245203488,,15.976045398399826,46.89084993931002,33.876909029615646,4.472984462035272,,True,True,False,False,True,False,True,False,False,False,False,False,-0.24869793050150335,False,3.9956484334165303,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
CVS,2026-03-13 07:54:16.448,2026-03-13,,schwab,76.9,825433.0,lastPrice,2026-03-13 14:54:11.816,2026-03-13 14:54:06.991,9.457,True,OPEN,OK,COMPUTED,32.692,32.655,,35.761,38.196,35.658,35.658,,37.1,,37.165,,,,,,,,,,,,,,,,24.095459959378736,27.37792760956977,27.957700413328578,39.91747754128973,35.61515793645093,24.095459959378736,27.37792760956977,27.957700413328578,39.91747754128973,35.61515793645093,32.90016995717943,31.485804136105894,31.366976924680294,-3.862240453949841,Normal_Compression,34.35380636916614,77.17,76.5,76.84,76.07,85.15,58.35,0.83,1.0911003,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,76.9,SCHWAB_LAST_PRICE,NOT_NEEDED,,34.163,34.305,33.964,36.416,38.575,35.94,35.94,35.277,39.599,12.0,1.0,,,,,0.03261395236368013,0.09918502867491681,0.1812254695254467,0.03800831792975957,,,,2.253,2.451999999999998,-0.4759999999999991,-0.6629999999999967,5.436,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-2.1182218507923345,-2.6943429024259364,Falling,15.599841299323845,44.50973212848385,Moderate,22.607101639731166,True,,0.7677312283976433,OK,125,2026-03-13,,0.0,,,False,Bearish,0.8712613784135262,1.0122255817010783,59.701492537314124,COMPRESSION,NO_GAP,MID_RANGE,9.688784497944802,31.790916880891178,69.21641791044777,MID_RANGE,NEUTRAL,0.83,1.0911003,NORMAL,MODERATE,,False,,,,91.66666666666666,,5.0,0.0,7.803299586671425,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,35.761,27.957700413328578,7.803299586671425,-1.7214775412897296,0.04284206354907383,5.733023075319707,5.798023075319705,27.911092369210998,-4.31259099352927,0.12029165678702888,18.277257285858575,18.484481591076378,True,False,True,True,True,False,False,False,True,False,True,False,11.665540040621266,True,1.4071936308338593,False,False,BOTH,True,False,False,False,True,False,False,False,True,False
CZR,2026-03-13 07:54:16.448,2026-03-13,,schwab,28.41,594700.0,lastPrice,2026-03-13 14:54:22.860,2026-03-13 14:54:17.914,-1.466,True,OPEN,OK,COMPUTED,45.215,50.526,,44.518,52.487,36.391,36.391,,35.974,,29.256,,,,,,,,,,,,,,,,63.77975013536899,90.72152430053276,84.70607869699799,68.1838784296462,60.02563472296688,63.77975013536899,90.72152430053276,84.70607869699799,68.1838784296462,60.02563472296688,62.87606848499907,59.177968998491416,56.58333131107503,-20.926328561629,High_Contraction,80.91833771393422,28.68,28.24,28.39,28.41,31.58,17.86,0.0,0.0,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,28.41,SCHWAB_LAST_PRICE,NOT_NEEDED,,46.985,38.138,26.63,39.374,49.978,37.749,37.749,35.139,29.339,12.0,1.0,,,,,-0.3691171534071836,-0.2971187832482416,-0.34709647464597215,-0.22738901737653244,,,,-7.610999999999997,12.744000000000003,-1.625,-2.6099999999999994,-17.646,FLAT,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,True,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bullish,17.339578062600605,21.590820456377223,Falling,34.335734945368564,67.15164418298845,Strong,67.66311340510916,True,,2.151320127419058,OK,125,2026-03-13,,0.0,,,False,Bullish,1.5487504399859249,0.0703977472720858,38.63636363636391,NORMAL,NO_GAP,MID_RANGE,10.037998733375549,59.07054871220605,76.89504373177843,MID_RANGE,NEUTRAL,,,UNKNOWN,UNKNOWN,,False,,,,41.66666666666667,,0.0,6.0,-40.18807869699799,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,44.518,84.70607869699799,40.18807869699799,-15.696878429646198,-23.63463472296688,-20.60933131107503,-27.327331311075028,-47.444149599646465,-23.021392726790427,-39.37423541133143,-36.42297269097194,-48.29572716537152,True,True,True,True,False,True,False,True,False,True,False,True,-19.26175013536899,False,-36.40033771393422,False,True,BOTH,True,False,False,False,False,True,False,False,True,False
D,2026-03-13 07:54:16.448,2026-03-13,,schwab,63.755,410532.0,lastPrice,2026-03-13 14:54:20.865,2026-03-13 14:54:21.414,-4.966,True,OPEN,OK,COMPUTED,23.02,23.02,,21.949,,24.192,25.394,,24.396,,27.398,,,,,,,,,,,,,,,,11.599386109307709,17.331523239200123,18.293453143001297,19.434474807906906,19.29929608545211,11.599386109307709,17.331523239200123,18.293453143001297,19.434474807906906,19.29929608545211,18.560080905417205,18.117864264584657,18.113983643279465,-6.694067033693585,Normal,16.63859939409873,63.85,63.47,63.71,62.84,67.5699,48.07,0.915,1.45607893,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,63.755,SCHWAB_LAST_PRICE,NOT_NEEDED,,23.825,23.825,,21.245,,20.987,20.57,20.417,18.264,12.0,1.0,,,,,0.11300569933663462,-0.0354830691882596,0.04417365335740217,0.06755175746477438,,,,-2.5799999999999983,,-0.25800000000000267,-0.5699999999999967,-5.561,FLAT,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Neutral,-0.8291691834605476,2.242509333005522,Falling,17.439817600476623,52.43392701572299,Moderate,9.792609791960203,True,,0.8610709881384465,OK,125,2026-03-13,,0.0,,,False,Bidirectional,0.5960316837895107,1.3844684914067433,75.00000000000047,COMPRESSION,NO_GAP,NEAR_HIGH,5.645857105012737,32.62949864780529,80.4363099297945,MID_RANGE,NEUTRAL,0.915,1.45607893,NORMAL,MODERATE,,False,,,,70.83333333333334,,8.0,0.0,3.655546856998704,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,21.949,18.293453143001297,3.655546856998704,,4.892703914547891,6.282016356720536,9.284016356720535,19.982814772164772,,25.35172211921258,34.68047934917535,51.25331092017979,True,False,True,True,True,False,False,False,True,False,True,False,10.349613890692293,True,5.310400605901272,True,False,BOTH,False,True,False,False,True,False,False,False,True,False
DAL,2026-03-13 07:54:16.448,2026-03-13,,schwab,57.98,4148384.0,lastPrice,2026-03-13 14:54:20.383,2026-03-13 14:54:16.845,-0.397,True,OPEN,OK,COMPUTED,67.855,62.144,,60.191,52.708,50.279,50.279,,47.552,,40.898,,,,,,,,,,,,,,,,33.48133570899229,46.3091812283428,49.81277915125232,40.318525695439774,40.97032912020839,33.48133570899229,46.3091812283428,49.81277915125232,40.318525695439774,40.97032912020839,40.01198987044461,39.60096251849022,40.07553816092563,-16.33144344226003,High_Contraction,44.5552239777547,59.05,57.825,58.59,57.94,76.39,34.735,0.04,0.06903693,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,57.98,SCHWAB_LAST_PRICE,NOT_NEEDED,,66.901,60.532,58.475,57.946,53.549,50.077,50.077,46.382,43.181,12.0,1.0,,,,,0.04867076305724492,-0.05459113750571043,0.24631135200240886,0.09546518495832688,,,,-8.954999999999998,-0.5290000000000035,-7.869,-3.6950000000000003,-23.72,INVERTED,,,,,0,Stable,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-9.44733294819949,-13.50107277505864,Stable,34.833804394022636,34.54971287209002,Strong,34.49183239065108,True,,0.8596413756126795,OK,125,2026-03-13,,0.0,,,False,Bearish,2.112797516384951,1.1218501898515805,12.653061224489367,NORMAL,NO_GAP,NEAR_LOW,24.100013090718686,66.92097308190586,55.8036250150042,MID_RANGE,NEUTRAL,0.04,0.06903693,FLAT_DAY,EARLY,,False,,,,58.333333333333336,,0.0,0.0,10.37822084874768,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,60.191,49.81277915125232,10.37822084874768,12.389474304560224,9.308670879791613,7.476461839074368,0.8224618390743714,20.83445458289947,30.728986466788232,22.72051770069907,18.655923743437217,2.052278963221226,True,True,True,False,True,False,True,False,True,False,False,False,26.709664291007712,True,15.635776022245302,True,False,BOTH,True,False,False,False,True,False,False,False,True,False
DASH,2026-03-13 07:54:16.448,2026-03-13,,schwab,163.3,431488.0,lastPrice,2026-03-13 14:54:21.707,2026-03-13 14:54:15.616,0.832,True,OPEN,OK,COMPUTED,57.955,59.525,,57.996,63.837,60.231,60.231,,53.695,,52.247,,,,,,,,,,,,,,,,39.04016843201415,51.76639384255424,55.527682136114045,43.80181374515188,55.19164753146857,39.04016843201415,51.76639384255424,55.527682136114045,43.80181374515188,55.19164753146857,50.45749447532446,47.05759116952489,45.10483229816434,-16.487513704099896,High_Contraction,49.71642573788836,165.08,161.15,163.01,161.75,285.5,155.4,1.55,0.95826893,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,163.3,SCHWAB_LAST_PRICE,NOT_NEEDED,,58.276,59.911,58.845,59.609,61.513,56.591,56.591,53.796,50.633,12.0,1.0,,,,,-0.0029598453352494432,0.05568051005047371,0.2434084272006676,0.03232455900326526,,,,1.3329999999999984,0.7640000000000029,-3.0180000000000007,-2.7950000000000017,-7.643000000000001,FLAT,,,,,0,Rising,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-6.1560382680508186,-16.09258519701811,Falling,21.434943644094602,33.95032389796922,Moderate,36.51283631003987,True,,0.9315318515008479,OK,125,2026-03-13,,0.0,,,False,Bearish,2.406613594611149,0.7789799072642911,54.707379134860105,NORMAL,NO_GAP,MID_RANGE,42.80210157618213,5.083655083655088,6.072252113758652,NEAR_52W_LOW,CONTRARIAN,1.55,0.95826893,NORMAL,MODERATE,,False,,,,23.809523809523807,,0.0,2.0,2.4683178638859573,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,57.996,55.527682136114045,2.4683178638859573,20.03518625484812,5.039352468531433,8.59016770183566,7.14216770183566,4.445202408837114,45.74054026944415,9.13064330188395,19.0448944473412,15.834595403487024,True,True,True,True,True,False,True,False,True,False,True,False,18.955831567985854,True,8.279574262111645,True,False,ABS,False,False,True,False,False,False,False,False,False,True
DDOG,2026-03-13 07:54:16.448,2026-03-13,,schwab,126.73,692256.0,lastPrice,2026-03-13 14:54:21.180,2026-03-13 14:53:54.108,22.34,True,OPEN,OK,COMPUTED,61.524,59.03,,59.094,61.566,57.882,56.056,,56.381,,53.584,,,,,,,,,,,,,,,,44.42160909156643,66.66420280821079,75.98518692584047,64.52690576916535,67.22099515920496,44.42160909156643,66.66420280821079,75.98518692584047,64.52690576916535,67.22099515920496,61.98667858678745,57.87967643653449,57.2979485593192,-31.563577834274035,High_Contraction,66.07995565737089,129.78,125.4271,127.24,127.16,201.69,81.63,-0.43,-0.33815665,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,126.73,SCHWAB_LAST_PRICE,NOT_NEEDED,,62.631,60.153,56.86,56.237,61.868,58.827,56.513,56.371,54.0,12.0,1.0,,,,,-0.07591182719546737,-0.04734720151782076,-0.027378069872016575,-0.0449387125578375,,,,-6.393999999999998,-0.6229999999999976,2.5899999999999963,-2.455999999999996,-8.631,INVERTED,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bullish,5.003742002129255,0.761782379797139,Falling,12.504851018547217,52.81075707105488,Weak,48.1231133369512,True,,1.3511600356676292,OK,125,2026-03-13,,0.0,Bearish Engulfing,Strong,True,Bullish,3.4347826086956563,0.06291286568103044,29.931769624847952,NORMAL,NO_GAP,NEAR_LOW,37.165947741583615,55.24929560210708,37.56455105780444,MID_RANGE,NEUTRAL,-0.43,-0.33815665,FLAT_DAY,EARLY,,False,,,,95.83333333333334,,8.0,0.0,-16.891186925840465,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,59.094,75.98518692584047,16.891186925840465,-2.9609057691653504,-9.338995159204963,-0.9169485593192022,-3.713948559319199,-22.22957869712924,-4.588637458857109,-13.892973671524288,-1.6003165599723126,-6.481817678820101,True,True,False,True,False,True,False,True,False,False,False,True,14.67239090843357,True,-6.985955657370887,False,True,BOTH,True,False,False,False,False,True,False,False,True,False
DECK,2026-03-13 07:54:16.448,2026-03-13,,schwab,101.36,564533.0,lastPrice,2026-03-13 14:54:20.057,2026-03-13 14:53:52.335,24.113,True,OPEN,OK,COMPUTED,44.064,40.989,,39.327,37.825,46.154,41.815,,45.17,,44.727,,,,,,,,,,,,,,,,27.16802122759655,26.480831443698012,59.605311571990086,48.08484031536664,44.6101258843259,27.16802122759655,26.480831443698012,59.605311571990086,48.08484031536664,44.6101258843259,49.929341442346306,46.88286312072168,46.85641426466432,-32.43729034439353,High_Contraction,41.16322564001064,103.37,101.0,101.31,100.69,133.43,78.91,0.67,0.66540868,,,2026-03-13 07:54:16.448,127.69000244140624,26.40999984741211,0.03453142,16.236474119166665,0,101.36,SCHWAB_LAST_PRICE,NOT_NEEDED,,44.032,42.397,40.579,39.36,38.922,46.053,41.767,45.564,44.339,12.0,1.0,,,,,-0.1306099077931566,-0.10184149875636084,0.04764439712536596,0.24299595141700406,,,,-4.671999999999997,-1.2190000000000012,6.692999999999998,-0.4889999999999972,0.30700000000000216,INVERTED,,,,,0,Falling,Unknown,IMMATURE,Unknown,,Unknown,False,Unknown,Unknown,False,ELEVATED,BASELINE,LOW,Bearish,-10.124183443693848,-7.391751819451589,Stable,29.079880125054764,31.614187523865162,Strong,24.85157130329836,True,,1.5143625907517806,OK,125,2026-03-13,,0.0,Shooting Star,Moderate,False,Bearish,2.338200473559594,0.6157513159201554,15.189873417721467,NORMAL,NO_GAP,NEAR_LOW,24.035074570936075,28.450133062983152,41.177549523110784,MID_RANGE,NEUTRAL,0.67,0.66540868,NORMAL,MODERATE,,False,,,,100.0,,24.0,0.0,-20.278311571990088,IMMATURE_HISTORY,PRESENT,PRESENT,PRESENT,PRESENT,SCHEMA_MISMATCH,SCHEMA_MISMATCH,SCHEMA_MISMATCH,PRESENT,39.327,59.605311571990086,20.278311571990088,-10.259840315366638,1.5438741156741003,-1.6864142646643216,-2.1294142646643266,-34.02098074346672,-21.336954117091796,3.46081542042129,-3.599110796525657,-4.5445523266815036,True,True,False,True,False,True,False,True,False,False,False,True,12.158978772403447,True,-1.836225640010639,False,False,BOTH,True,False,False,False,False,True,False,False,True,False
