Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target,Num_Contracts,Dollar_Allocation,Contract_Selection_Status,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Option_Type,Total_Debit,Total_Credit,Liquidity_Score,Open_Interest,Put_Call_Skew,Probability_Of_Profit,Is_LEAP,Horizon_Class,LEAP_Reason,Selection_Mode,Liquidity_Profile,Liquidity_Class,Liquidity_Context,Candidate_Contracts,Num_Candidates,Attempted_DTE,Failure_Reason,Closest_Expiration_Considered,Best_Strike_Considered,Underlying_Price,Phase1_Status,Phase1_Sampled_Expiration,Phase1_Sampled_DTE,Phase1_Sample_Quality,Phase1_Has_ATM_Strike,Phase1_Has_Liquidity,Phase1_Skip_Reason,Phase2_Full_Chain_Fetched,Phase2_Cache_Hit,Phase2_Expirations_Count,Phase2_Strategy_Laziness_Applied,Chain_Liquid,Contract_Executable,Expirations_Found,Total_Strikes_Scanned,Calls_With_Bid,Puts_With_Bid,Median_Call_Spread_Pct,Median_Put_Spread_Pct,Max_OI_Seen,ATM_Strike_Liquid,Chain_Audit_Summary,Bid_Ask_Spread_Pct,Parallel_Worker_ID,Parallel_Processing_Time,Parallel_Error,Parallel_Batch_Size,Promoted_Strike,Actual_Risk_Per_Contract,Risk_Model,Structure_Simplified,Contract_Intent
META,2025-12-29 07:27:29.835164,2025-12-29,,24.2,24.04,24.6,24.43,24.82,24.62,34.97,34.77,35.07,34.74,33.59,33.17,34.36,33.87,35.55,34.99,35.05,34.42,36.07,35.17,36.57,35.45,38.3,36.35,38.24,36.26,18.47,22.71,23.86,35.03,30.41,32.91,31.56,34.1,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-1.916963875489709,-3.366433698905904,Falling,14.779984210456414,35.98733428928627,Weak,26.806955035874953,True,0.7665700610773507,Descending Triangle,64.0,,,False,11.11,Bearish,Unknown,34.97,23.86,11.11,0.03999999999999915,3.1800000000000033,0.9499999999999957,2.469999999999999,46.56328583403185,0.11418783899514458,10.457086484708988,2.7859237536656765,7.243401759530787,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,24,True,4.2218,2.49,2.65,656.06,655.9,2.61,False,True,False,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=11.1) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=11.1,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,Covered Call,Long Put,0.7,Medium,Medium,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2,1,1000,Success,2026-02-06,38,[665.0],"[{""Contract_Symbol"": ""META260206C00665000"", ""Ticker"": ""META"", ""Strategy_Name"": """", ""Option_Type"": ""Call"", ""Strike"": 665.0, ""Expiration"": """", ""DTE"": NaN, ""Actual_DTE"": NaN, ""Mid_Price"": 29.950000000000003, ""Bid"": 29.3, ""Ask"": 30.6, ""Last"": 29.51, ""Spread_Pct"": 4.340567612687815, ""Open_Interest"": 29, ""OI"": 29, ""Volume"": 13, ""Delta"": 0.5020613914304063, ""Gamma"": 0.0050409527210292, ""Vega"": 0.8534415070158758, ""Theta"": -0.4504022000675796, ""IV"": 0.366171, ""Underlying_Price"": NaN}]",call,0.0,2930.0,45.04979566763362,29,,,False,Short,DTE=38 (<90 days),Standard,LargeCap_$658,Thin,Standard,[],0,0,,,0.0,658.4550170898438,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,True,True,[],304,136,119,5.392999927964272,4.188163884673735,2009,True,"Found 0 expirations, 304 strikes. Calls: 136 tradable (spread: 5.4%). Puts: 119 tradable (spread: 4.2%). Max OI: 2009. ATM liquid: True. Chain liquid: True",4.340567612687815,ThreadPoolExecutor-5_3,7.961219072341919,,2,"{""Contract_Symbol"": ""META260206C00665000"", ""Ticker"": ""META"", ""Strategy_Name"": """", ""Option_Type"": ""Call"", ""Strike"": 665.0, ""Expiration"": """", ""DTE"": NaN, ""Actual_DTE"": NaN, ""Mid_Price"": 29.950000000000003, ""Bid"": 29.3, ""Ask"": 30.6, ""Last"": 29.51, ""Spread_Pct"": 4.340567612687815, ""Open_Interest"": 29, ""OI"": 29, ""Volume"": 13, ""Delta"": 0.5020613914304063, ""Gamma"": 0.0050409527210292, ""Vega"": 0.8534415070158758, ""Theta"": -0.4504022000675796, ""IV"": 0.366171, ""Underlying_Price"": NaN, ""Promotion_Reason"": ""Single Leg - Only Strike""}",,Stock_Dependent,False,Scan
MCK,2025-12-29 07:27:35.094230,2025-12-29,,22.72,21.68,23.35,22.62,23.95,23.74,24.4,23.92,28.07,27.74,27.39,27.13,28.02,27.62,28.07,27.58,27.99,27.43,28.82,28.08,29.41,28.33,30.59,28.78,30.66,28.82,13.36,23.13,22.05,21.21,24.25,24.2,23.08,23.01,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.34445498368433564,0.36764425893759,Falling,60.72934010248898,45.45639177401861,Strong,17.540315125386957,True,0.7188653739912688,Ascending Triangle,63.0,,,False,2.349999999999998,Bullish,Unknown,24.4,22.05,2.349999999999998,6.859999999999999,3.1400000000000006,4.979999999999997,6.399999999999999,10.657596371882077,32.34323432343234,12.948453608247426,21.64276401564536,27.813993915688823,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,25,True,7.287,13.19,2.52,817.5,828.17,1.5,False,True,False,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=2.3, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=2.3, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$831,Thin,"Explored but thin: Found 0 expirations, 126 strikes. Calls: 53 tradable (spread: 7.0%). Puts: 41 tradable (spread: 15.2%). Max OI: 2. ATM liquid: True. Chain liquid: False",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,830.8800048828125,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,False,False,[],126,53,41,6.983130639466461,15.209125475285171,2,True,"Found 0 expirations, 126 strikes. Calls: 53 tradable (spread: 7.0%). Puts: 41 tradable (spread: 15.2%). Max OI: 2. ATM liquid: True. Chain liquid: False",0.0,ThreadPoolExecutor-5_4,3.9368319511413574,,2,,,,,
MCK,2025-12-29 07:27:35.094230,2025-12-29,,22.72,21.68,23.35,22.62,23.95,23.74,24.4,23.92,28.07,27.74,27.39,27.13,28.02,27.62,28.07,27.58,27.99,27.43,28.82,28.08,29.41,28.33,30.59,28.78,30.66,28.82,13.36,23.13,22.05,21.21,24.25,24.2,23.08,23.01,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,0.34445498368433564,0.36764425893759,Falling,60.72934010248898,45.45639177401861,Strong,17.540315125386957,True,0.7188653739912688,Ascending Triangle,63.0,,,False,2.349999999999998,Bullish,Unknown,24.4,22.05,2.349999999999998,6.859999999999999,3.1400000000000006,4.979999999999997,6.399999999999999,10.657596371882077,32.34323432343234,12.948453608247426,21.64276401564536,27.813993915688823,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,25,True,7.287,13.19,2.52,817.5,828.17,1.5,False,True,False,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=2.3, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$831,Thin,"Explored but thin: Found 0 expirations, 126 strikes. Calls: 53 tradable (spread: 7.0%). Puts: 41 tradable (spread: 15.2%). Max OI: 2. ATM liquid: True. Chain liquid: False",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,830.8800048828125,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,False,False,[],126,53,41,6.983130639466461,15.209125475285171,2,True,"Found 0 expirations, 126 strikes. Calls: 53 tradable (spread: 7.0%). Puts: 41 tradable (spread: 15.2%). Max OI: 2. ATM liquid: True. Chain liquid: False",0.0,ThreadPoolExecutor-5_4,7.182439088821411,,2,,,,,
GS,2025-12-29 07:27:42.777764,2025-12-29,,23.11,22.2,27.24,26.67,29.66,29.34,29.34,28.82,28.02,27.57,29.03,28.65,29.84,29.31,29.98,29.52,30.02,29.59,30.24,29.82,30.53,29.91,32.52,31.15,32.67,31.28,19.95,21.75,25.79,25.17,23.67,22.81,22.52,24.1,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.6468541682026339,0.3380565700768944,Falling,36.27462878153268,70.90267637836072,Strong,13.199089877183088,True,0.44986673064700367,,0.0,,,False,3.5500000000000007,Bullish,Unknown,29.34,25.79,3.5500000000000007,2.849999999999998,5.359999999999999,5.919999999999998,6.43,13.765025203567276,11.32300357568533,22.64469792986903,24.564315352697086,26.680497925311204,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,12.689,21.43,76.94,875.44,819.92,2.2,False,True,False,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=3.6, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=3.6, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$897,Thin,"Explored but thin: Found 0 expirations, 188 strikes. Calls: 94 tradable (spread: 4.0%). Puts: 65 tradable (spread: 11.6%). Max OI: 14. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,897.02001953125,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,True,False,[],188,94,65,4.00899741975826,11.550151975683882,14,True,"Found 0 expirations, 188 strikes. Calls: 94 tradable (spread: 4.0%). Puts: 65 tradable (spread: 11.6%). Max OI: 14. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_5,4.301922082901001,,2,,,,,
GS,2025-12-29 07:27:42.777764,2025-12-29,,23.11,22.2,27.24,26.67,29.66,29.34,29.34,28.82,28.02,27.57,29.03,28.65,29.84,29.31,29.98,29.52,30.02,29.59,30.24,29.82,30.53,29.91,32.52,31.15,32.67,31.28,19.95,21.75,25.79,25.17,23.67,22.81,22.52,24.1,4.136110307777778,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.6468541682026339,0.3380565700768944,Falling,36.27462878153268,70.90267637836072,Strong,13.199089877183088,True,0.44986673064700367,,0.0,,,False,3.5500000000000007,Bullish,Unknown,29.34,25.79,3.5500000000000007,2.849999999999998,5.359999999999999,5.919999999999998,6.43,13.765025203567276,11.32300357568533,22.64469792986903,24.564315352697086,26.680497925311204,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,12.689,21.43,76.94,875.44,819.92,2.2,False,True,False,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=3.6, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,Explored_Thin_Liquidity,2026-02-06,38,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,LargeCap_$897,Thin,"Explored but thin: Found 0 expirations, 188 strikes. Calls: 94 tradable (spread: 4.0%). Puts: 65 tradable (spread: 11.6%). Max OI: 14. ATM liquid: True. Chain liquid: True",[],0,0,"No contracts meeting strict liquidity (OI≥15, spread≤15.0%)",,0.0,897.02001953125,Deep_Required,2026-02-06,38,Good,True,True,"Sample shows viable structure, proceed to full chain",True,False,2,False,True,False,[],188,94,65,4.00899741975826,11.550151975683882,14,True,"Found 0 expirations, 188 strikes. Calls: 94 tradable (spread: 4.0%). Puts: 65 tradable (spread: 11.6%). Max OI: 14. ATM liquid: True. Chain liquid: True",0.0,ThreadPoolExecutor-5_5,8.155472993850708,,2,,,,,
TYL,2025-12-29 07:27:50.973270,2025-12-29,,27.29,26.98,27.29,26.98,27.87,27.64,28.88,28.79,29.75,29.72,29.67,29.43,30.0,29.59,30.2,29.69,30.3,29.74,30.3,29.74,30.3,29.74,30.3,29.74,30.3,29.74,14.97,15.59,22.01,27.31,25.56,26.38,25.08,25.62,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.3654721878156477,6.798242153078375,Falling,29.04826103916031,54.39949660865973,Strong,12.352795682267871,True,0.42772838234999555,,0.0,,,False,6.869999999999997,Bullish,Unknown,28.88,22.01,6.869999999999997,2.4400000000000013,4.110000000000003,4.68,4.68,31.213084961381178,8.934456243134388,16.079812206572782,18.266978922716625,18.266978922716625,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,130,True,2.3866,2.11,-10.19,458.79,471.09,1.8,False,True,False,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=6.9, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=6.9, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,No_Viable_Expirations,,0,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 30-45,,0.0,460.9,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 30-45,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_6,1.0021109580993652,,2,,,,,
TYL,2025-12-29 07:27:50.973270,2025-12-29,,27.29,26.98,27.29,26.98,27.87,27.64,28.88,28.79,29.75,29.72,29.67,29.43,30.0,29.59,30.2,29.69,30.3,29.74,30.3,29.74,30.3,29.74,30.3,29.74,30.3,29.74,14.97,15.59,22.01,27.31,25.56,26.38,25.08,25.62,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.3654721878156477,6.798242153078375,Falling,29.04826103916031,54.39949660865973,Strong,12.352795682267871,True,0.42772838234999555,,0.0,,,False,6.869999999999997,Bullish,Unknown,28.88,22.01,6.869999999999997,2.4400000000000013,4.110000000000003,4.68,4.68,31.213084961381178,8.934456243134388,16.079812206572782,18.266978922716625,18.266978922716625,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,130,True,2.3866,2.11,-10.19,458.79,471.09,1.8,False,True,False,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=6.9, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,No_Viable_Expirations,,0,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 30-45,,0.0,460.9,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 30-45,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_6,1.4907701015472412,,2,,,,,
MSCI,2025-12-29 07:27:55.318698,2025-12-29,,18.71,18.35,18.71,18.35,20.09,19.76,22.36,22.07,24.1,23.77,23.85,23.31,24.83,24.12,25.23,24.49,25.36,24.65,25.75,25.0,25.94,25.17,25.94,25.17,25.94,25.17,10.39,15.51,15.28,25.62,25.52,28.15,26.47,25.99,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.4285201916936017,9.362919859300481,Falling,63.800475089036716,60.80379609944979,Strong,15.798296620055744,True,0.706542782650078,Ascending Triangle,63.0,,,False,7.08,Bullish,Unknown,22.36,15.28,7.08,-1.5199999999999996,-1.6699999999999982,-0.629999999999999,-0.04999999999999716,46.33507853403142,-5.9328649492583905,-6.543887147335416,-2.4240092343208888,-0.19238168526355198,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,10,True,13.8634,27.96,24.72,557.56,560.8,1.66,False,True,False,Age_6_15,,Long Call,1,Bullish + Cheap IV (gap_180d=-0.6),Natenberg Ch.3 - Directional with positive vega,Bullish,"gap_30d=7.1, gap_60d=-1.5, gap_180d=-0.6",500,Defined (max loss = premium paid),"Long Delta, Long Vega, Short Theta",True,65,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.65,Medium,Medium,35,50,42,Short-Medium,Directional (Long Call) with moderate confidence (65): 35-50 DTE for directional exposure,2,1,1000,No_Viable_Expirations,,0,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 35-50,,0.0,585.63,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 35-50,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_7,0.9841940402984619,,3,,,,,
MSCI,2025-12-29 07:27:55.318698,2025-12-29,,18.71,18.35,18.71,18.35,20.09,19.76,22.36,22.07,24.1,23.77,23.85,23.31,24.83,24.12,25.23,24.49,25.36,24.65,25.75,25.0,25.94,25.17,25.94,25.17,25.94,25.17,10.39,15.51,15.28,25.62,25.52,28.15,26.47,25.99,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.4285201916936017,9.362919859300481,Falling,63.800475089036716,60.80379609944979,Strong,15.798296620055744,True,0.706542782650078,Ascending Triangle,63.0,,,False,7.08,Bullish,Unknown,22.36,15.28,7.08,-1.5199999999999996,-1.6699999999999982,-0.629999999999999,-0.04999999999999716,46.33507853403142,-5.9328649492583905,-6.543887147335416,-2.4240092343208888,-0.19238168526355198,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,10,True,13.8634,27.96,24.72,557.56,560.8,1.66,False,True,False,Age_6_15,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=7.1, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=7.1, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.7,Medium,Medium,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2,1,1000,No_Viable_Expirations,,0,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 30-45,,0.0,585.63,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 30-45,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_7,1.4899420738220215,,3,,,,,
MSCI,2025-12-29 07:27:55.318698,2025-12-29,,18.71,18.35,18.71,18.35,20.09,19.76,22.36,22.07,24.1,23.77,23.85,23.31,24.83,24.12,25.23,24.49,25.36,24.65,25.75,25.0,25.94,25.17,25.94,25.17,25.94,25.17,10.39,15.51,15.28,25.62,25.52,28.15,26.47,25.99,4.136110307777778,,Contango,Unknown,Falling,,False,Unknown,Bullish,2.4285201916936017,9.362919859300481,Falling,63.800475089036716,60.80379609944979,Strong,15.798296620055744,True,0.706542782650078,Ascending Triangle,63.0,,,False,7.08,Bullish,Unknown,22.36,15.28,7.08,-1.5199999999999996,-1.6699999999999982,-0.629999999999999,-0.04999999999999716,46.33507853403142,-5.9328649492583905,-6.543887147335416,-2.4240092343208888,-0.19238168526355198,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,10,True,13.8634,27.96,24.72,557.56,560.8,1.66,False,True,False,Age_6_15,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=7.1, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,Buy-Write,Cash-Secured Put,0.75,High,Medium,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2,1,1000,No_Viable_Expirations,,0,[],[],call,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 30-45,,0.0,585.63,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 30-45,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_7,2.0790741443634033,,3,,,,,
LII,2025-12-29 07:27:59.610569,2025-12-29,,29.23,30.24,29.23,30.24,30.18,31.03,31.83,32.39,33.09,33.4,32.75,32.94,33.42,33.3,33.81,33.51,34.08,33.65,34.52,33.87,34.73,33.98,34.73,33.98,34.73,33.98,16.68,20.8,27.22,34.04,33.52,33.39,31.73,33.16,4.136110307777778,,Flat,Unknown,Falling,,False,Unknown,Bearish,-4.720183187334439,-6.39496652774672,Stable,38.47799411897075,30.729755765852545,Strong,20.421247741707433,True,0.6415723450112295,,0.0,Bearish Engulfing,Strong,True,4.609999999999999,Bearish,Unknown,31.83,27.22,4.609999999999999,-0.9499999999999957,-0.7700000000000031,0.9200000000000017,1.5700000000000003,16.936076414401175,-2.7908343125734305,-2.2971360381861667,2.77442702050664,4.734620024125453,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,26,True,-0.0109,-3.32,2.67,498.55,492.56,2.22,False,True,False,Age_16_plus,,Long Put,1,Bearish + Cheap IV (gap_180d=0.5),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=4.6, gap_60d=-0.6, gap_180d=0.5",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,Covered Call,Long Put,0.65,Medium,Medium,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2,1,1000,No_Viable_Expirations,,0,[],[],put,0.0,0.0,0.0,0,,,False,Unknown,,Standard,Standard,Unknown,,[],0,0,No expirations in DTE range 35-50,,0.0,495.23,No_Viable_Expirations,,0,N/A,False,False,No expirations in DTE range 35-50,False,False,0,False,False,False,[],0,0,0,0.0,0.0,0,False,,0.0,ThreadPoolExecutor-5_0,0.7943789958953857,,2,,,,,
