Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Min_DTE,Max_DTE,Target_DTE,Timeframe_Label,DTE_Rationale,Expiration_Count_Target
BAC,2025-12-29 07:32:43.425783,2025-12-29,,19.22,18.5,24.21,23.58,26.78,26.19,25.2,24.81,23.93,23.44,24.25,23.64,24.96,24.31,25.31,24.61,25.44,24.8,26.04,25.32,26.5,25.69,27.46,26.21,27.33,26.17,13.69,13.23,16.95,20.36,18.93,19.37,19.0,20.63,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.3197961234541404,3.9991613133404007,Falling,43.11907264130469,61.8657528054532,Strong,15.5198051694018,True,0.6158652845000715,,0.0,,,False,8.25,Bullish,Unknown,25.2,16.95,8.25,3.5700000000000003,5.32,4.810000000000002,5.870000000000001,48.67256637168142,17.5343811394892,28.10353935552034,23.31555986427534,28.45370819195347,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,31,True,0.6203,0.72,2.13,54.63,53.22,1.63,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=8.2, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
ABBV,2025-12-29 07:32:46.669124,2025-12-29,,23.07,23.2,24.65,24.74,24.62,25.57,25.16,27.06,26.21,26.85,25.94,26.58,26.89,26.57,26.94,26.75,26.59,26.95,26.73,26.51,27.12,26.9,27.71,27.01,27.82,27.05,16.61,17.6,20.36,23.26,24.0,23.37,22.33,25.03,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,2.015651582556267,1.7971926550863306,Falling,23.50894431794494,67.35617310547534,Moderate,16.35064163114744,True,0.6498665195209634,Ascending Triangle,63.0,,,False,4.800000000000001,Bullish,Unknown,25.16,20.36,4.800000000000001,2.9499999999999993,1.9400000000000013,1.5599999999999987,2.09,23.57563850687623,12.68271711092003,8.083333333333337,6.232520974830198,8.349980023971233,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,2.6163,4.56,4.08,226.28,226.76,1.68,False,True,Age_0_5,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=4.8, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=4.8, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
ABBV,2025-12-29 07:32:46.669124,2025-12-29,,23.07,23.2,24.65,24.74,24.62,25.57,25.16,27.06,26.21,26.85,25.94,26.58,26.89,26.57,26.94,26.75,26.59,26.95,26.73,26.51,27.12,26.9,27.71,27.01,27.82,27.05,16.61,17.6,20.36,23.26,24.0,23.37,22.33,25.03,7.802405229722222,,Flat,Unknown,Falling,,False,Unknown,Bullish,2.015651582556267,1.7971926550863306,Falling,23.50894431794494,67.35617310547534,Moderate,16.35064163114744,True,0.6498665195209634,Ascending Triangle,63.0,,,False,4.800000000000001,Bullish,Unknown,25.16,20.36,4.800000000000001,2.9499999999999993,1.9400000000000013,1.5599999999999987,2.09,23.57563850687623,12.68271711092003,8.083333333333337,6.232520974830198,8.349980023971233,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,2.6163,4.56,4.08,226.28,226.76,1.68,False,True,Age_0_5,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=4.8, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
UNH,2025-12-29 07:32:59.815427,2025-12-29,,29.44,29.09,29.95,29.77,30.24,30.08,36.16,35.5,36.04,35.8,35.9,35.71,36.62,36.11,36.92,36.5,36.43,36.09,36.32,35.7,36.43,35.91,37.05,35.84,37.37,36.21,17.49,26.67,27.79,27.18,28.64,37.45,35.95,54.86,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.25755656023429463,-1.1282541646187636,Falling,25.70475184504731,55.88236485063788,Strong,15.065307980575493,True,0.41662909238317186,,0.0,,,False,8.369999999999997,Bearish,Unknown,36.16,27.79,8.369999999999997,8.86,7.259999999999998,-18.43,-18.43,30.118747750989556,32.597498160412066,25.349162011173178,-33.594604447685015,-33.594604447685015,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,6,True,-0.6931,-0.85,-3.75,329.79,332.69,2.16,False,True,Age_6_15,,Long Put,1,Bearish + Cheap IV (gap_180d=-18.8),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=8.4, gap_60d=8.6, gap_180d=-18.8",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
UNH,2025-12-29 07:32:59.815427,2025-12-29,,29.44,29.09,29.95,29.77,30.24,30.08,36.16,35.5,36.04,35.8,35.9,35.71,36.62,36.11,36.92,36.5,36.43,36.09,36.32,35.7,36.43,35.91,37.05,35.84,37.37,36.21,17.49,26.67,27.79,27.18,28.64,37.45,35.95,54.86,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.25755656023429463,-1.1282541646187636,Falling,25.70475184504731,55.88236485063788,Strong,15.065307980575493,True,0.41662909238317186,,0.0,,,False,8.369999999999997,Bearish,Unknown,36.16,27.79,8.369999999999997,8.86,7.259999999999998,-18.43,-18.43,30.118747750989556,32.597498160412066,25.349162011173178,-33.594604447685015,-33.594604447685015,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,6,True,-0.6931,-0.85,-3.75,329.79,332.69,2.16,False,True,Age_6_15,,Long Put LEAP,1,"Bearish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-18.8)",Hull Ch.10 - Multi-year protective or directional,Bearish,"gap_30d=8.4, gap_60d=8.6, gap_180d=-18.8, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Short Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bearish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Put LEAP): 365-730 DTE for multi-year structural thesis,2
UNH,2025-12-29 07:32:59.815427,2025-12-29,,29.44,29.09,29.95,29.77,30.24,30.08,36.16,35.5,36.04,35.8,35.9,35.71,36.62,36.11,36.92,36.5,36.43,36.09,36.32,35.7,36.43,35.91,37.05,35.84,37.37,36.21,17.49,26.67,27.79,27.18,28.64,37.45,35.95,54.86,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.25755656023429463,-1.1282541646187636,Falling,25.70475184504731,55.88236485063788,Strong,15.065307980575493,True,0.41662909238317186,,0.0,,,False,8.369999999999997,Bearish,Unknown,36.16,27.79,8.369999999999997,8.86,7.259999999999998,-18.43,-18.43,30.118747750989556,32.597498160412066,25.349162011173178,-33.594604447685015,-33.594604447685015,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,6,True,-0.6931,-0.85,-3.75,329.79,332.69,2.16,False,True,Age_6_15,,Covered Call,1,Bearish + Rich IV (gap_30d=8.4) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=8.4,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
GE,2025-12-29 07:33:06.935590,2025-12-29,,24.62,23.77,25.04,24.46,29.93,29.84,33.7,34.18,31.84,31.13,31.6,31.06,32.26,31.7,32.43,31.79,32.37,31.61,32.5,31.63,32.59,31.57,33.53,31.65,33.58,31.65,30.24,29.29,28.78,25.19,23.86,23.45,23.93,24.53,7.802405229722222,,Mixed,Unknown,Rising,,False,Unknown,Bullish,4.5410800651829675,3.4198400787378054,Falling,26.089927303170487,70.49232702144845,Strong,26.779794906205773,True,0.7946526678399338,,0.0,,,False,4.920000000000002,Bullish,Unknown,33.7,28.78,4.920000000000002,6.649999999999999,7.740000000000002,7.839999999999996,8.060000000000002,17.09520500347464,26.399364827312414,32.43922883487008,31.96086424785975,32.85772523440686,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,11,True,7.8925,13.53,10.3,298.05,301.28,2.25,False,True,Age_6_15,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=4.9, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=4.9, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
GE,2025-12-29 07:33:06.935590,2025-12-29,,24.62,23.77,25.04,24.46,29.93,29.84,33.7,34.18,31.84,31.13,31.6,31.06,32.26,31.7,32.43,31.79,32.37,31.61,32.5,31.63,32.59,31.57,33.53,31.65,33.58,31.65,30.24,29.29,28.78,25.19,23.86,23.45,23.93,24.53,7.802405229722222,,Mixed,Unknown,Rising,,False,Unknown,Bullish,4.5410800651829675,3.4198400787378054,Falling,26.089927303170487,70.49232702144845,Strong,26.779794906205773,True,0.7946526678399338,,0.0,,,False,4.920000000000002,Bullish,Unknown,33.7,28.78,4.920000000000002,6.649999999999999,7.740000000000002,7.839999999999996,8.060000000000002,17.09520500347464,26.399364827312414,32.43922883487008,31.96086424785975,32.85772523440686,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,11,True,7.8925,13.53,10.3,298.05,301.28,2.25,False,True,Age_6_15,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=4.9, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
WFC,2025-12-29 07:33:20.797979,2025-12-29,,19.58,19.29,26.02,25.89,29.05,28.95,27.68,27.39,26.73,26.12,27.27,26.43,28.01,27.14,27.83,27.07,27.96,27.09,28.34,27.58,29.12,27.97,29.56,28.44,29.38,29.01,13.88,18.76,19.96,24.86,23.77,24.86,23.98,24.81,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.1821367045243356,7.729389536940428,Falling,53.65908352160104,68.5833413336063,Strong,14.912952174990151,True,0.5387627230849044,,0.0,Evening Star,Strong,True,7.719999999999999,Bullish,Unknown,27.68,19.96,7.719999999999999,1.870000000000001,3.5,3.150000000000002,4.310000000000002,38.67735470941883,7.522123893805315,14.72444257467396,12.696493349455872,17.372027408303115,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,31,True,1.587,2.91,6.78,91.61,87.74,1.73,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=7.7, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=7.7, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
WFC,2025-12-29 07:33:20.797979,2025-12-29,,19.58,19.29,26.02,25.89,29.05,28.95,27.68,27.39,26.73,26.12,27.27,26.43,28.01,27.14,27.83,27.07,27.96,27.09,28.34,27.58,29.12,27.97,29.56,28.44,29.38,29.01,13.88,18.76,19.96,24.86,23.77,24.86,23.98,24.81,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.1821367045243356,7.729389536940428,Falling,53.65908352160104,68.5833413336063,Strong,14.912952174990151,True,0.5387627230849044,,0.0,Evening Star,Strong,True,7.719999999999999,Bullish,Unknown,27.68,19.96,7.719999999999999,1.870000000000001,3.5,3.150000000000002,4.310000000000002,38.67735470941883,7.522123893805315,14.72444257467396,12.696493349455872,17.372027408303115,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,31,True,1.587,2.91,6.78,91.61,87.74,1.73,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=7.7, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
ABT,2025-12-29 07:33:27.372079,2025-12-29,,19.08,19.05,19.66,19.77,21.12,21.19,23.14,22.67,21.91,22.51,21.8,22.42,22.16,22.29,22.44,22.3,22.73,22.44,23.33,22.67,23.68,23.06,24.08,23.05,24.1,23.05,18.46,17.39,20.47,18.74,17.49,21.77,20.9,20.93,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bearish,-0.3957939449405912,-1.331161616897826,Falling,14.019112533216179,59.379755755094884,Weak,16.18232128184647,True,0.6993224408749554,,0.0,Bearish Engulfing,Strong,True,2.6700000000000017,Bearish,Unknown,23.14,20.47,2.6700000000000017,3.1700000000000017,4.310000000000002,1.8000000000000007,2.75,13.043478260869573,16.915688367129146,24.64265294453975,8.6000955566173,13.139034878165312,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,Ranging,Bearish,Bearish,27,True,-0.487,-0.49,-1.68,125.06,126.25,1.69,False,True,Age_16_plus,,Covered Call,1,Bearish + Rich IV (gap_30d=2.7) [requires stock ownership],Passarelli - Premium collection on held stock,Bearish,gap_30d=2.7,0,Unlimited downside (stock ownership),"Long Delta (from stock), Short Vega, Long Theta",False,70,Bearish,Directional,True,30,45,37,Short,Income (Covered Call): 30-45 DTE for premium collection efficiency,2
AMD,2025-12-29 07:33:34.582827,2025-12-29,,44.66,44.62,44.91,44.8,44.71,44.57,45.89,45.69,52.08,51.75,52.14,51.72,52.69,52.14,53.59,52.93,53.3,52.49,53.75,52.8,53.89,52.73,55.13,52.94,56.35,52.46,51.36,37.75,49.22,75.17,63.89,60.2,57.31,56.32,7.802405229722222,,Flat,Unknown,Stable,,False,Unknown,Neutral,0.5702301416507474,-5.76543629214035,Falling,12.860105485819153,43.87799885457054,Weak,44.53291972987973,True,0.9704275382410052,,0.0,Bullish Engulfing,Strong,True,-3.3299999999999983,Bidirectional,Unknown,45.89,49.22,3.3299999999999983,-23.090000000000003,-11.75,-3.020000000000003,-2.4299999999999997,-6.7655424624136495,-30.717041372888126,-18.39098450461731,-5.3622159090909145,-4.314630681818182,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,39,True,2.4322,1.22,-13.19,214.39,228.8,3.66,False,True,Age_16_plus,,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=nan, gap_180d=-3.0)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-3.3, gap_60d=-23.1, gap_180d=-3.0, IV_Rank=nan",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Straddle) with neutral IV (nan): 45-60 DTE for volatility play,2
AMD,2025-12-29 07:33:34.582827,2025-12-29,,44.66,44.62,44.91,44.8,44.71,44.57,45.89,45.69,52.08,51.75,52.14,51.72,52.69,52.14,53.59,52.93,53.3,52.49,53.75,52.8,53.89,52.73,55.13,52.94,56.35,52.46,51.36,37.75,49.22,75.17,63.89,60.2,57.31,56.32,7.802405229722222,,Flat,Unknown,Stable,,False,Unknown,Neutral,0.5702301416507474,-5.76543629214035,Falling,12.860105485819153,43.87799885457054,Weak,44.53291972987973,True,0.9704275382410052,,0.0,Bullish Engulfing,Strong,True,-3.3299999999999983,Bidirectional,Unknown,45.89,49.22,3.3299999999999983,-23.090000000000003,-11.75,-3.020000000000003,-2.4299999999999997,-6.7655424624136495,-30.717041372888126,-18.39098450461731,-5.3622159090909145,-4.314630681818182,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,Trending,Bearish,Bearish,39,True,2.4322,1.22,-13.19,214.39,228.8,3.66,False,True,Age_16_plus,,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=nan),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=-3.3, gap_60d=-23.1, gap_180d=-3.0, IV_Rank=nan",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,45,60,52,Medium,Volatility (Long Strangle) with neutral IV (nan): 45-60 DTE for volatility play,2
MS,2025-12-29 07:33:37.585804,2025-12-29,,21.78,20.96,26.4,25.99,29.28,28.61,28.34,27.98,26.65,26.08,27.05,26.65,27.37,27.08,27.35,26.93,27.82,27.28,28.32,27.77,28.62,27.91,29.85,29.07,30.04,29.07,19.0,16.97,22.69,23.49,21.41,20.72,19.88,22.21,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.7038264674582069,6.748304033661484,Falling,47.40819359693317,57.02033384793118,Strong,19.127876246278998,True,0.674942704526429,,0.0,Evening Star,Strong,True,5.649999999999999,Bullish,Unknown,28.34,22.69,5.649999999999999,3.16,5.640000000000001,5.609999999999999,6.41,24.90083737329219,13.452532992762881,26.342830453059317,25.258892390814946,28.860873480414227,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,2.4441,3.01,11.38,176.93,168.56,1.76,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=5.6, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=5.6, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
MS,2025-12-29 07:33:37.585804,2025-12-29,,21.78,20.96,26.4,25.99,29.28,28.61,28.34,27.98,26.65,26.08,27.05,26.65,27.37,27.08,27.35,26.93,27.82,27.28,28.32,27.77,28.62,27.91,29.85,29.07,30.04,29.07,19.0,16.97,22.69,23.49,21.41,20.72,19.88,22.21,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.7038264674582069,6.748304033661484,Falling,47.40819359693317,57.02033384793118,Strong,19.127876246278998,True,0.674942704526429,,0.0,Evening Star,Strong,True,5.649999999999999,Bullish,Unknown,28.34,22.69,5.649999999999999,3.16,5.640000000000001,5.609999999999999,6.41,24.90083737329219,13.452532992762881,26.342830453059317,25.258892390814946,28.860873480414227,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,34,True,2.4441,3.01,11.38,176.93,168.56,1.76,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=5.6, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
MRK,2025-12-29 07:33:58.975488,2025-12-29,,21.93,22.48,22.88,23.01,24.09,23.67,24.9,24.42,28.58,28.12,28.49,28.36,27.69,28.02,28.13,28.34,28.36,28.48,28.31,28.34,27.92,27.7,28.17,27.35,28.11,27.01,22.26,24.3,29.2,26.77,29.51,28.87,27.56,30.01,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bullish,5.609938105205373,12.913755083572278,Falling,21.581979171495643,75.27108278480762,Moderate,22.34979382190039,True,0.897582081200819,Ascending Triangle,63.0,,,False,-4.300000000000001,Bullish,Unknown,24.9,29.2,4.300000000000001,1.8099999999999987,-1.0200000000000031,-1.6500000000000021,-2.09,-14.726027397260278,6.761299962644747,-3.4564554388343036,-5.498167277574149,-6.964345218260578,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,49,True,3.3862,5.66,12.19,100.96,94.43,2.16,False,True,Age_16_plus,,Long Call LEAP,1,"Bullish + Structural thesis + Cheap long-term IV (IV_Rank=nan, gap_180d=-1.7)",Hull Ch.10 - Multi-year directional with defined risk,Bullish,"gap_30d=-4.3, gap_60d=1.8, gap_180d=-1.7, IV_Rank=nan",3000,"Defined (max loss = premium, typically $2000-$5000)","Long Delta (lower), Long Vega, Short Theta (minimal)",True,70,Bullish,Directional,True,365,730,547,LEAP,LEAP strategy (Long Call LEAP): 365-730 DTE for multi-year structural thesis,2
RTX,2025-12-29 07:34:02.459617,2025-12-29,,21.52,20.33,21.54,20.94,22.63,21.62,26.9,26.64,26.61,25.75,26.19,25.46,26.68,26.04,26.6,26.04,26.32,25.8,26.46,25.85,27.04,26.33,28.45,26.77,28.51,26.8,20.67,23.08,22.11,25.99,23.49,22.18,21.82,25.56,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.931380886969186,5.097221444418261,Falling,42.357557686882565,74.21168694297432,Strong,21.099329988978855,True,0.7843617096274668,,0.0,,,False,4.789999999999999,Bullish,Unknown,26.9,22.11,4.789999999999999,0.620000000000001,2.700000000000003,0.7600000000000016,1.4800000000000004,21.664405246494795,2.385532897268184,11.49425287356323,2.973395931142416,5.790297339593116,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,3.3753,6.98,8.94,177.44,175.48,1.92,False,True,Age_16_plus,,Cash-Secured Put,1,"Bullish + Rich IV (gap_30d=4.8, IV_Rank=nan)",Passarelli - Premium collection when IV > HV,Bullish,"gap_30d=4.8, IV_Rank=nan",15000,Obligation (max loss = strike - premium),"Long Delta, Short Vega, Long Theta",True,70,Bullish,Directional,True,30,45,37,Short,Income (Cash-Secured Put): 30-45 DTE for premium collection efficiency,2
RTX,2025-12-29 07:34:02.459617,2025-12-29,,21.52,20.33,21.54,20.94,22.63,21.62,26.9,26.64,26.61,25.75,26.19,25.46,26.68,26.04,26.6,26.04,26.32,25.8,26.46,25.85,27.04,26.33,28.45,26.77,28.51,26.8,20.67,23.08,22.11,25.99,23.49,22.18,21.82,25.56,7.802405229722222,,Mixed,Unknown,Falling,,False,Unknown,Bullish,3.931380886969186,5.097221444418261,Falling,42.357557686882565,74.21168694297432,Strong,21.099329988978855,True,0.7843617096274668,,0.0,,,False,4.789999999999999,Bullish,Unknown,26.9,22.11,4.789999999999999,0.620000000000001,2.700000000000003,0.7600000000000016,1.4800000000000004,21.664405246494795,2.385532897268184,11.49425287356323,2.973395931142416,5.790297339593116,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,3.3753,6.98,8.94,177.44,175.48,1.92,False,True,Age_16_plus,,Buy-Write,1,Bullish + Very Rich IV (IV_Rank=nan),Cohen Ch.7 - Reduces cost basis via call premium,Bullish,"gap_30d=4.8, IV_Rank=nan",50000,Stock downside risk offset by call premium,"Long Delta (from stock), Short Vega, Long Theta",True,75,Bullish,Directional,True,30,45,37,Short,Income (Buy-Write): 30-45 DTE for premium collection efficiency,2
UBER,2025-12-29 07:34:05.959355,2025-12-29,,27.88,27.94,28.68,28.54,29.78,29.36,29.63,30.04,37.37,37.04,37.04,36.79,38.04,37.67,37.98,37.54,37.53,37.06,38.08,37.7,37.92,37.61,39.69,37.36,39.52,37.39,26.92,36.02,36.99,33.95,32.87,31.07,31.51,32.83,7.802405229722222,,Contango,Unknown,Falling,,False,Unknown,Bearish,-3.5811047498976225,-8.37116569462161,Falling,32.606910495607316,21.889299053126365,Strong,26.9910432662816,True,0.91093632353296,,0.0,,,False,-7.360000000000003,Bearish,Unknown,29.63,36.99,7.360000000000003,3.4199999999999946,4.170000000000002,4.700000000000003,5.090000000000003,-19.897269532306037,10.073637702503666,12.686340127776093,14.316174230886395,15.504112092598243,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Neutral,Bearish,Bearish,54,True,-0.5099,-3.03,-7.45,84.53,88.95,2.89,False,True,Age_16_plus,,Long Put,1,Bearish + Cheap IV (gap_180d=4.2),Natenberg Ch.3 - Directional with negative delta,Bearish,"gap_30d=-7.4, gap_60d=3.1, gap_180d=4.2",500,Defined (max loss = premium paid),"Short Delta, Long Vega, Short Theta",True,65,Bearish,Directional,True,35,50,42,Short-Medium,Directional (Long Put) with moderate confidence (65): 35-50 DTE for directional exposure,2
