Ticker,timestamp,Date,Error,IV_7_D_Call,IV_7_D_Put,IV_14_D_Call,IV_14_D_Put,IV_21_D_Call,IV_21_D_Put,IV_30_D_Call,IV_30_D_Put,IV_60_D_Call,IV_60_D_Put,IV_90_D_Call,IV_90_D_Put,IV_120_D_Call,IV_120_D_Put,IV_150_D_Call,IV_150_D_Put,IV_180_D_Call,IV_180_D_Put,IV_270_D_Call,IV_270_D_Put,IV_360_D_Call,IV_360_D_Put,IV_720_D_Call,IV_720_D_Put,IV_1080_D_Call,IV_1080_D_Put,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct
MSFT,2025-12-29 07:29:12.181098,2025-12-29,,18.78,18.66,19.1,18.95,19.39,19.19,25.8,25.55,25.97,25.69,25.32,24.96,25.85,25.35,26.5,25.95,26.17,25.58,26.72,25.88,26.97,25.98,28.52,26.67,29.31,27.15,11.59,18.82,20.54,19.48,17.88,18.0,17.18,20.36,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Neutral,0.5733855862257353,-2.16838423167431,Falling,10.33364200529479,44.944325359302496,Weak,10.117150804914537,True,0.39213762809746266,,0.0,,,False,5.260000000000002,Bidirectional,Unknown,25.8,20.54,5.260000000000002,6.489999999999998,7.440000000000001,5.810000000000002,6.609999999999999,25.60856864654334,33.31622176591375,41.61073825503357,28.536345776031446,32.4656188605108,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,54,True,2.8747,2.87,-10.68,483.67,497.22,1.42
NOC,2025-12-29 07:29:16.522918,2025-12-29,,19.83,19.32,19.83,19.32,21.33,20.91,23.79,23.52,25.5,25.35,24.53,24.25,24.77,24.24,24.71,24.26,24.62,24.28,25.07,24.27,25.22,24.49,27.09,25.74,27.17,25.8,22.4,24.9,20.58,20.15,18.7,21.38,21.57,27.14,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,2.688910818284424,1.511539480994093,Falling,18.364474887902787,65.3357877317815,Moderate,21.11517983234012,True,0.8875653565506567,Double Bottom,70.0,,,False,3.210000000000001,Bullish,Unknown,23.79,20.58,3.210000000000001,5.350000000000001,5.830000000000002,-2.5199999999999996,-1.9200000000000017,15.59766763848397,26.550868486352364,31.176470588235304,-9.285187914517316,-7.074428887251296,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,13,True,6.9177,15.7,9.18,563.89,570.41,1.79
MCO,2025-12-29 07:29:19.843977,2025-12-29,,18.37,15.76,18.37,15.76,18.93,16.93,19.89,18.86,20.81,20.5,21.02,20.49,21.58,21.01,21.83,21.21,21.92,21.25,22.01,21.29,22.01,21.29,22.01,21.29,22.01,21.29,8.67,14.61,15.84,19.82,21.38,20.71,20.23,21.68,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,4.587178933400696,6.580352131180721,Falling,30.01755282339456,82.71037500716733,Strong,9.189553134312058,True,0.46201875989502555,Ascending Triangle,63.0,,,False,4.050000000000001,Bullish,Unknown,19.89,15.84,4.050000000000001,0.9899999999999984,-0.35999999999999943,0.240000000000002,0.33000000000000185,25.568181818181824,4.994954591321889,-1.683816651075769,1.1070110701107103,1.5221402214022226,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,31,True,12.7528,22.99,32.29,497.07,487.77,1.53
CW,2025-12-29 07:29:23.242439,2025-12-29,,29.36,29.0,29.36,29.0,29.98,29.66,31.06,30.8,32.0,31.76,32.08,31.69,32.77,32.25,33.0,32.41,32.98,32.36,32.98,32.36,32.98,32.36,32.98,32.36,32.98,32.36,31.73,31.97,33.67,32.25,29.5,30.12,28.97,27.96,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.906561455914831,0.3951130012548874,Falling,25.500136473370755,56.01151817413526,Strong,22.14083853315816,True,0.7128409057681314,,0.0,,,False,-2.610000000000003,Bullish,Unknown,31.06,33.67,2.610000000000003,-0.25,2.5799999999999983,5.019999999999996,5.019999999999996,-7.751707751707761,-0.7751937984496124,8.745762711864401,17.954220314735323,17.954220314735323,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,7,True,8.748,11.35,3.07,551.89,560.17,2.9
LIN,2025-12-29 07:29:29.977135,2025-12-29,,19.03,19.72,19.03,19.72,19.8,20.27,21.12,21.21,22.31,22.15,22.18,22.04,22.25,21.84,22.4,21.94,22.44,21.99,22.79,22.07,22.7,21.86,22.67,21.93,22.67,21.93,17.67,20.35,18.61,18.11,16.72,15.67,15.4,16.16,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,3.4400478752564294,1.6421842664794712,Falling,32.516624143145016,89.63004433099607,Strong,9.855506181274539,True,0.4666432850982262,,0.0,Bullish Engulfing,Strong,True,2.5100000000000016,Bullish,Unknown,21.12,18.61,2.5100000000000016,4.199999999999999,5.460000000000001,6.280000000000001,6.539999999999999,13.487372380440632,23.19160684704583,32.6555023923445,38.86138613861387,40.47029702970297,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,12,True,5.1446,14.13,6.83,412.26,419.56,1.54
CACI,2025-12-29 07:29:33.616272,2025-12-29,,27.6,27.41,27.6,27.41,29.0,28.79,31.36,31.11,33.27,33.01,32.78,32.47,33.04,32.59,33.2,32.66,33.39,32.77,34.1,33.2,34.43,33.41,34.43,33.41,34.43,33.41,17.65,19.35,20.1,31.68,29.62,29.78,30.34,30.12,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-5.5985178179596184,-6.261674336706878,Falling,33.07812370340499,18.602943174565638,Strong,15.240569543643717,True,0.4859875492233328,Descending Triangle,64.0,,,False,11.259999999999998,Bearish,Unknown,31.36,20.1,11.259999999999998,1.5900000000000034,3.16,3.2699999999999996,4.309999999999999,56.019900497512424,5.018939393939405,10.668467251856853,10.856573705179281,14.309428950863209,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,17,True,-13.1772,-32.73,-36.81,573.31,577.39,2.39
LMT,2025-12-29 07:29:36.765155,2025-12-29,,21.72,21.47,21.5,21.59,21.46,21.42,25.13,25.21,24.7,24.6,24.59,24.23,24.32,24.18,24.16,24.16,24.27,24.22,25.46,24.75,26.17,25.44,26.79,25.92,26.83,25.94,17.28,23.06,22.07,20.73,18.78,24.44,25.17,24.66,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,4.040699440383965,3.9363896025850913,Falling,16.629873064755195,69.45760981279287,Moderate,17.261240473421925,True,0.68687785409558,,0.0,,,False,3.0599999999999987,Bullish,Unknown,25.13,22.07,3.0599999999999987,3.969999999999999,5.809999999999999,-0.39000000000000057,1.5100000000000016,13.864975079293151,19.15098890496864,30.937167199148018,-1.5815085158150874,6.123276561232772,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,18,True,6.6474,19.26,18.8,469.39,469.85,1.95
ULTA,2025-12-29 07:29:39.943325,2025-12-29,,22.42,22.67,22.93,23.16,22.94,23.51,23.92,23.66,27.96,27.81,32.8,32.4,32.94,32.53,33.03,32.61,33.21,32.74,34.1,33.35,34.41,33.49,35.34,33.17,35.4,33.17,21.12,47.31,43.12,34.04,35.11,32.21,33.21,32.34,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bullish,3.331450296146384,11.134514193483817,Falling,50.66195203381251,60.413595885285154,Strong,20.214378512861227,True,0.845082713748379,Double Bottom,70.0,,,False,-19.199999999999996,Bullish,Unknown,23.92,43.12,19.199999999999996,-6.079999999999998,-2.3100000000000023,0.8699999999999974,2.069999999999993,-44.52690166975881,-17.861339600470032,-6.5793221304471725,2.690166975881253,6.400742115027808,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,31,True,7.9793,19.8,61.1,588.15,546.85,2.09
DPZ,2025-12-29 07:29:43.478645,2025-12-29,,24.51,24.37,24.51,24.37,24.84,24.8,25.41,25.55,26.81,27.27,28.72,29.32,29.49,29.79,29.35,29.37,28.86,28.59,29.29,28.68,29.69,29.03,31.72,30.54,31.81,30.62,13.89,20.45,22.25,22.01,21.56,22.57,22.11,21.95,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-0.9776104288944556,1.6798487112668008,Falling,33.65790238796614,55.16473117623917,Strong,15.528344485562236,True,0.6111115500024493,Descending Triangle,64.0,,,False,3.16,Bidirectional,Unknown,25.41,22.25,3.16,4.799999999999997,7.16,6.91,7.740000000000002,14.202247191011235,21.808268968650598,33.209647495361786,31.48063781321185,35.261958997722104,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,Trending,Bullish,Bullish,31,True,-3.0261,-4.17,6.97,426.33,415.19,1.85
FDS,2025-12-29 07:29:48.121773,2025-12-29,,28.25,27.4,28.25,27.4,27.7,26.97,26.67,26.18,29.21,28.69,34.99,34.11,34.4,33.67,34.05,33.41,33.87,33.27,33.87,33.27,33.87,33.27,33.87,33.27,33.87,33.27,51.72,38.97,35.18,34.22,37.72,33.98,31.73,30.63,4.081822878333334,,Mixed,Unknown,Rising,,False,Unknown,Bullish,2.0239810224044295,5.010614311984493,Falling,29.238859496688708,55.95270460009689,Strong,50.84639928796001,True,1.9065016605909264,,0.0,,,False,-8.509999999999998,Bullish,Unknown,26.67,35.18,8.509999999999998,-5.009999999999998,-2.729999999999997,3.2399999999999984,3.2399999999999984,-24.189880613985213,-14.640561075394501,-7.237539766702008,10.577864838393728,10.577864838393728,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,31,True,2.3412,5.83,14.0,287.57,279.39,2.87
GPI,2025-12-29 07:29:52.583651,2025-12-29,,29.23,29.0,29.23,29.0,29.74,29.45,30.63,30.26,31.23,30.79,30.53,30.12,30.8,30.44,31.43,31.01,31.42,30.86,31.97,31.2,32.05,31.2,32.05,31.2,32.05,31.2,18.49,19.79,22.19,29.17,29.36,33.77,32.42,31.66,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.4827860713943886,-0.7290259105645115,Falling,16.1750426487325,47.35452294547921,Moderate,12.353952924454287,True,0.40332853165048277,,0.0,Bearish Engulfing,Strong,True,8.439999999999998,Bearish,Unknown,30.63,22.19,8.439999999999998,2.0599999999999987,1.1700000000000017,-0.23999999999999844,0.389999999999997,38.0351509689049,7.06205005142269,3.9850136239782077,-0.7580543272267797,1.2318382817435156,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,0,True,-1.7544,-6.05,-2.95,408.27,405.17,2.55
TT,2025-12-29 07:30:01.370290,2025-12-29,,22.63,22.85,22.63,22.85,24.04,24.08,26.37,26.14,28.1,27.71,27.37,27.11,27.73,27.41,27.56,27.13,27.28,26.7,27.97,27.28,28.24,27.51,28.06,27.4,28.06,27.4,26.45,21.73,22.23,23.66,22.18,25.05,23.4,25.65,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bearish,-0.8983250229829175,-4.654141305097475,Falling,60.12806862715506,46.07550219602193,Strong,21.10937391412779,True,0.8005071639790591,,0.0,Piercing Line,Moderate,False,4.140000000000001,Bearish,Unknown,26.37,22.23,4.140000000000001,4.440000000000001,5.190000000000001,1.6300000000000026,2.59,18.62348178137652,18.76584953508031,23.399458972046897,6.354775828460049,10.097465886939572,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,46,True,0.4776,-3.56,-19.2,396.91,412.54,2.0
CVCO,2025-12-29 07:30:05.468547,2025-12-29,,43.05,41.26,43.05,41.26,42.98,41.46,42.85,41.83,42.57,42.07,42.28,41.78,42.29,41.67,42.3,41.6,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,42.3,41.57,16.94,27.05,31.68,50.49,44.83,42.39,41.93,40.19,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.3607075582758588,4.642342235732814,Stable,13.234363530420634,73.37401397953141,Weak,16.7326148878145,True,0.3904927628428121,,0.0,,,False,11.170000000000002,Bullish,Unknown,42.85,31.68,11.170000000000002,-7.920000000000002,-2.549999999999997,2.1099999999999994,2.1099999999999994,35.258838383838395,-15.686274509803924,-5.688155253178668,5.250062204528488,5.250062204528488,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.8696,8.07,26.67,593.0,574.4,2.95
MSI,2025-12-29 07:30:09.470805,2025-12-29,,21.78,20.86,21.78,20.86,22.9,22.16,24.8,24.33,26.05,25.77,24.68,24.28,24.49,23.99,25.08,24.48,25.47,24.81,25.67,24.97,25.67,24.97,25.67,24.97,25.67,24.97,18.96,15.78,15.73,22.68,20.94,20.0,18.92,20.96,4.081822878333334,,Flat,Unknown,Rising,,False,Unknown,Neutral,1.3481286796270466,-3.190541692579343,Falling,18.34378146608542,59.2693238797426,Moderate,18.081348898545546,True,0.7290866491349011,,0.0,,,False,9.07,Bidirectional,Unknown,24.8,15.73,9.07,3.370000000000001,3.7399999999999984,4.509999999999998,4.710000000000001,57.66052129688494,14.858906525573195,17.860553963705815,21.517175572519072,22.47137404580153,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,96,True,3.9454,5.01,-12.42,371.73,389.16,1.73
DUOL,2025-12-29 07:30:13.965854,2025-12-29,,56.68,54.64,57.41,56.11,57.9,57.09,59.09,59.28,65.97,65.41,72.21,71.7,73.29,72.22,75.13,73.52,73.54,72.26,73.93,72.36,73.4,72.09,74.16,71.78,74.2,71.76,34.43,45.81,46.64,77.07,71.31,72.05,66.23,67.86,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-4.75511161653244,-16.567330064464898,Falling,25.5617539976567,22.112310983174055,Strong,32.97621754129607,True,0.5580676517396526,,0.0,,,False,12.450000000000003,Bearish,Unknown,59.09,46.64,12.450000000000003,-11.099999999999994,0.8999999999999915,5.680000000000007,5.540000000000006,26.693825042881652,-14.402491241728294,1.2620950778291844,8.370173887415277,8.163866784556449,True,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,67,True,-4.4739,-9.04,-35.84,189.3,216.1,4.78
TMO,2025-12-29 07:30:19.473003,2025-12-29,,23.39,22.21,24.78,24.14,26.03,25.54,28.46,27.87,26.56,26.67,26.93,26.4,27.18,26.48,27.32,26.53,27.42,26.56,27.6,26.62,27.88,26.84,29.31,27.28,29.37,27.3,14.95,14.72,17.7,18.42,26.17,30.0,29.16,31.45,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Bullish,1.5810962820955252,1.9059418921667022,Falling,35.310698498746056,61.434566952291775,Strong,13.552408440710547,True,0.47619144204885966,Ascending Triangle,63.0,,,False,10.760000000000002,Bullish,Unknown,28.46,17.7,10.760000000000002,8.139999999999997,0.759999999999998,-4.029999999999998,-3.5700000000000003,60.79096045197742,44.191096634093356,2.904088651127237,-12.813990461049277,-11.351351351351353,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,5,True,6.2157,9.21,11.04,574.18,572.35,1.64
MUSA,2025-12-29 07:30:24.041212,2025-12-29,,30.42,30.1,30.42,30.1,31.44,31.13,33.19,32.9,34.6,34.22,33.91,33.27,34.02,33.29,34.72,33.99,35.17,34.44,36.32,35.44,36.92,35.95,36.92,35.95,36.92,35.95,19.42,19.23,25.51,31.45,30.92,33.99,33.51,36.2,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.385705679245109,5.778139681491758,Falling,27.306679217589437,61.204441082687055,Strong,14.296631678028104,True,0.4307511804166347,Double Bottom,70.0,,,False,7.679999999999996,Bullish,Unknown,33.19,25.51,7.679999999999996,3.150000000000002,2.989999999999995,-1.0300000000000011,0.7199999999999989,30.105840846726757,10.015898251192375,9.670116429495454,-2.845303867403318,1.9889502762430906,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,38,True,1.8321,5.78,22.38,399.66,383.06,2.52
IT,2025-12-29 07:30:32.987246,2025-12-29,,33.57,33.3,33.57,33.3,36.27,36.02,40.69,40.45,43.87,43.54,41.94,41.36,41.45,40.81,41.16,40.47,40.98,40.3,40.73,40.21,40.61,40.18,40.61,40.18,40.61,40.18,26.06,21.62,24.75,36.45,35.93,58.46,52.88,49.28,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Bullish,5.511927420049731,6.311681490511805,Falling,56.57707037375735,93.16635533323601,Strong,26.728512710801827,True,0.6568816099975873,,0.0,,,False,15.939999999999998,Bullish,Unknown,40.69,24.75,15.939999999999998,7.419999999999995,6.009999999999998,-8.300000000000004,-8.670000000000002,64.4040404040404,20.356652949245525,16.726969106596155,-16.842532467532475,-17.59334415584416,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,4.3026,12.99,14.79,240.54,238.74,2.4
CHTR,2025-12-29 07:30:38.203200,2025-12-29,,38.91,38.7,41.11,39.73,41.18,40.46,56.39,57.43,52.65,53.5,49.98,50.86,49.84,50.52,50.97,50.78,50.32,49.68,50.56,49.62,49.79,49.16,49.42,46.7,49.44,46.65,20.83,23.45,28.25,32.66,29.75,42.5,40.0,40.94,4.081822878333334,,Mixed,Unknown,Falling,,False,Unknown,Neutral,1.3393955515756821,-2.9325313263743102,Falling,40.364095120546025,55.95309957100866,Strong,16.494957421579333,True,0.2925156485472483,,0.0,Bullish Engulfing,Strong,True,28.14,Bidirectional,Unknown,56.39,28.25,28.14,19.990000000000002,20.229999999999997,9.380000000000003,8.850000000000001,99.61061946902655,61.206368646662604,68.0,22.911577918905724,21.61700048851979,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,77,True,0.3971,2.84,-6.22,205.96,215.02,2.5
SYK,2025-12-29 07:30:44.498331,2025-12-29,,20.31,20.14,20.31,20.14,21.25,20.95,22.85,22.34,24.09,23.39,23.55,22.87,23.58,22.92,23.6,22.96,23.64,22.96,23.81,22.89,23.95,23.07,23.89,23.02,23.89,23.02,7.63,14.26,18.25,20.17,18.99,19.0,17.99,18.96,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.2060484361305213,-3.0945936143639963,Falling,31.80521906707684,47.92811312527253,Strong,7.8074080048639845,True,0.3416808754863888,Descending Triangle,64.0,,,False,4.600000000000001,Bearish,Unknown,22.85,18.25,4.600000000000001,3.919999999999998,4.560000000000002,4.68,4.989999999999998,25.205479452054803,19.434804164600884,24.012638230647724,24.68354430379747,26.318565400843873,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Neutral,Bearish,Bearish,24,True,-0.8081,-4.31,-11.26,356.89,363.84,1.49
CAT,2025-12-29 07:30:58.207104,2025-12-29,,30.22,29.73,30.59,30.13,30.38,30.21,35.73,35.47,35.77,35.51,36.07,35.7,35.93,35.56,35.71,35.26,35.48,34.91,35.62,34.84,35.65,34.76,35.57,34.01,35.42,33.81,35.32,32.21,29.56,37.14,33.06,30.54,28.44,28.72,4.081822878333334,,Contango,Unknown,Rising,,False,Unknown,Neutral,-1.6552846067906648,1.9865316289386572,Falling,26.648204055170304,42.79211418074685,Strong,27.811327916859785,True,0.7783746968054797,,0.0,,,False,6.169999999999998,Bidirectional,Unknown,35.73,29.56,6.169999999999998,-1.3699999999999974,3.009999999999998,6.759999999999998,6.93,20.872801082543972,-3.6887452880990774,9.104658197217175,23.537604456824507,24.129526462395543,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,110,True,-0.5814,-9.58,11.43,588.35,567.34,2.64
ELV,2025-12-29 07:31:05.265749,2025-12-29,,31.62,31.43,31.62,31.43,32.86,32.82,34.96,35.19,36.3,36.66,35.22,35.31,35.81,35.78,36.17,36.06,36.28,36.1,35.97,35.54,36.15,35.61,35.82,33.76,35.83,33.71,20.26,29.2,28.5,29.43,29.0,38.45,38.91,39.94,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.7768090380918495,4.458157779936154,Falling,24.510890527539306,63.13510279391873,Moderate,20.224242335656445,True,0.5784966343151157,Ascending Triangle,63.0,,,False,6.460000000000001,Bullish,Unknown,34.96,28.5,6.460000000000001,6.869999999999997,6.219999999999999,-3.6599999999999966,-3.789999999999999,22.666666666666668,23.343527013251773,21.44827586206896,-9.163745618427633,-9.489233850776163,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,33,True,1.035,6.16,14.95,342.12,333.33,2.56
RBC,2025-12-29 07:31:10.490159,2025-12-29,,23.81,23.79,23.81,23.79,24.42,24.28,25.47,25.13,26.18,25.66,25.4,24.86,25.29,24.73,25.65,25.03,25.92,25.24,27.02,26.1,27.44,26.35,27.44,26.35,27.44,26.35,19.93,20.07,21.96,25.43,24.3,23.54,22.5,23.69,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bullish,1.017979409042305,4.85968817599403,Falling,20.352440573949334,57.46937446853742,Moderate,19.75056990774338,True,0.7754444408222764,Double Bottom,70.0,,,False,3.509999999999998,Bullish,Unknown,25.47,21.96,3.509999999999998,0.75,1.0999999999999979,2.2300000000000004,3.75,15.983606557377039,2.9492725127801807,4.526748971193407,9.413254537779656,15.829463908822285,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,69,True,2.5713,4.63,21.11,449.91,433.43,2.31
HCA,2025-12-29 07:31:20.551441,2025-12-29,,26.86,26.85,26.86,26.85,28.26,28.14,30.61,30.33,32.19,31.77,30.75,30.31,30.36,29.84,30.13,29.55,30.08,29.45,30.51,29.75,30.73,29.9,31.42,29.64,31.46,29.64,15.9,23.8,24.62,25.07,23.65,24.28,23.1,25.04,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Bearish,-1.4775888716369594,-0.12398615637186565,Falling,50.51845383894889,42.4161916172559,Strong,15.629994174174769,True,0.5106172549550725,,0.0,Bearish Engulfing,Strong,True,5.989999999999998,Bearish,Unknown,30.61,24.62,5.989999999999998,7.119999999999997,7.100000000000001,5.039999999999999,5.690000000000001,24.329813160032487,28.400478659752682,30.021141649048634,20.127795527156547,22.723642172523967,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bearish,Bearish,13,True,-0.2869,-7.0,-0.5,479.74,473.24,2.34
CSL,2025-12-29 07:31:27.165727,2025-12-29,,32.95,32.22,32.95,32.22,33.56,32.78,34.61,33.76,34.99,34.35,33.76,33.61,33.97,33.62,34.1,33.63,34.34,33.79,35.41,34.74,35.9,35.18,35.9,35.18,35.9,35.18,12.06,17.79,27.21,25.67,29.82,37.63,35.65,34.65,4.081822878333334,,Flat,Unknown,Falling,,False,Unknown,Neutral,-0.26462737042312046,1.123766129415577,Falling,63.05417623787912,55.228732096579094,Strong,12.457714138125214,True,0.3599455110697837,,0.0,,,False,7.399999999999999,Bidirectional,Unknown,34.61,27.21,7.399999999999999,9.32,3.9399999999999977,-0.30999999999999517,1.25,27.195883866225646,36.306973120373975,13.212608987256866,-0.8946608946608807,3.6075036075036078,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Ranging,Bullish,Bullish,25,True,-0.1206,-0.88,3.62,327.45,322.95,2.4
HD,2025-12-29 07:31:31.089204,2025-12-29,,20.03,20.03,20.71,20.51,20.99,20.69,21.42,21.45,23.2,22.85,25.11,24.62,24.69,24.11,24.9,24.39,25.36,24.93,25.32,24.79,25.2,24.79,25.74,24.9,25.71,24.86,19.02,19.83,30.38,24.11,22.18,22.31,21.38,21.38,4.081822878333334,,Contango,Unknown,Falling,,False,Unknown,Bearish,-1.4616582027270004,-3.9014027667909428,Falling,35.05856747886097,46.7742019543974,Strong,18.58426732418743,True,0.8676128536035214,,0.0,Bearish Engulfing,Moderate,False,-8.959999999999997,Bearish,Unknown,21.42,30.38,8.959999999999997,-0.9100000000000001,2.9299999999999997,3.9800000000000004,3.8200000000000003,-29.49308755760368,-3.77436748237246,13.210099188458068,18.615528531337702,17.867165575304025,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,Trending,Bearish,Bearish,91,True,-2.4153,-5.18,-14.11,351.65,360.58,2.09
LPLA,2025-12-29 07:31:34.636705,2025-12-29,,29.11,28.85,29.11,28.85,30.32,30.05,32.38,32.09,33.9,33.61,32.8,32.49,32.87,32.49,33.78,33.25,34.17,33.54,35.18,34.4,35.92,35.07,35.92,35.07,35.92,35.07,30.44,27.32,27.46,32.35,33.12,33.39,32.23,33.19,4.081822878333334,,Flat,Unknown,Rising,,False,Unknown,Neutral,-0.23026996973786476,1.9205139363816661,Falling,28.198600984332735,49.935246396775305,Strong,29.789721187929235,True,0.9200037426784815,,0.0,,,False,4.920000000000002,Bidirectional,Unknown,32.38,27.46,4.920000000000002,1.5499999999999972,-0.3200000000000003,0.980000000000004,2.730000000000004,17.91697013838311,4.791344667697054,-0.966183574879228,2.9526965953600603,8.225369087074434,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,26,True,2.9063,-0.99,6.8,369.24,361.45,2.78
