Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_x,Price_vs_SMA50_x,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type_x,Regime_x,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime_y,EMA_Signal,Signal_Type_y,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_y,Price_vs_SMA50_y,SMA20,SMA50,Atr_Pct,Signal_Type,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Regime,IV_Rank_XS,Strategy_Name,Strategy_Tier,Valid_Reason,Theory_Source,Regime_Context,IV_Context,Capital_Requirement,Risk_Profile,Greeks_Exposure,Execution_Ready,Confidence,Trade_Bias,Strategy_Type,EXECUTABLE,Primary_Strategy,Secondary_Strategy,Success_Probability,Entry_Priority,Risk_Level
MA,2025-08-25 07:24:56.128835,16.52,1.51,16.46,1.03,18.05,17.66,33.6,31.78,16.73,1.72,16.62,1.2,18.05,17.66,30.25,28.13,17.0,0.77,16.85,0.81,17.56,17.25,26.4,25.06,17.36,0.67,17.16,0.55,17.45,17.52,23.92,22.51,19.16,0.55,18.8,0.59,18.99,18.57,22.58,20.83,21.0,0.23,20.41,0.51,20.46,20.04,22.32,20.72,20.51,-0.16,19.99,0.21,20.62,20.04,22.47,21.04,20.49,-0.01,19.86,0.19,20.63,19.92,22.55,21.21,21.2,0.13,20.33,0.23,21.36,20.36,22.48,21.06,22.03,0.25,20.81,0.01,22.1,20.76,23.25,21.66,22.49,0.23,21.28,0.15,22.73,21.23,23.71,21.8,23.92,0.3,21.89,-0.23,24.04,21.97,24.61,22.48,23.92,0.3,21.89,-0.23,24.04,21.97,24.61,22.48,9.09,15.81,13.59,21.84,20.88,26.94,25.28,24.09,8/25/25,3014.2655609272224,0.0,Contango,Stable,Falling,3.0714202288554113,False,Compression,Bullish,3.6454703197185343,4.348198242058955,Falling,41.98157595876349,77.07334102656102,Strong,10.388707193840787,True,0.5984278337465891,Ascending Triangle,63.0,,,False,3.7699999999999996,Bullish,Compression,17.36,13.59,3.7699999999999996,-2.6799999999999997,0.120000000000001,-2.8900000000000006,-1.6000000000000014,27.740986019131714,-12.27106227106227,0.5747126436781657,-11.996679119966794,-6.641760066417607,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,14,True,9.1263,20.39,24.15,559.21,555.45,1.47,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-2.9)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=3.8, gap_60d=-2.7, gap_180d=-2.9, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
FIX,2025-08-25 07:25:01.778675,38.88,0.79,38.88,2.84,37.28,36.55,49.75,52.19,38.88,0.79,38.88,2.84,37.28,36.55,49.75,52.19,38.88,0.79,38.88,2.84,37.28,36.55,49.75,52.19,38.97,0.74,39.14,2.95,37.28,36.55,47.33,49.27,39.99,0.48,40.33,2.56,38.12,37.56,43.04,44.02,42.06,0.41,41.87,1.58,40.88,40.05,41.45,42.15,43.06,0.38,42.62,1.12,42.38,41.4,41.56,41.91,43.61,0.33,43.03,0.81,43.26,42.18,41.63,41.77,43.88,0.22,43.17,0.37,43.88,42.83,41.67,41.68,45.37,-0.2,44.55,0.31,45.69,44.39,41.67,41.68,45.37,-0.2,44.55,0.31,45.8,44.46,41.67,41.68,45.37,-0.2,44.55,0.31,45.8,44.46,41.67,41.68,45.37,-0.2,44.55,0.31,45.8,44.46,41.67,41.68,31.24,24.17,63.2,48.35,45.91,54.8,67.32,63.7,8/25/25,3014.2655609272224,16.815920398009933,Flat,Stable,Falling,4.393786016131822,False,Compression,Neutral,-0.3009065867847802,2.2988963074269986,Falling,20.91276149947679,43.64128535600048,Moderate,60.36853349187423,True,1.549102732662926,,0.0,,,False,-24.230000000000004,Bidirectional,Compression,38.97,63.2,24.230000000000004,-8.36,-3.8499999999999943,-19.82,-18.330000000000005,-38.33860759493671,-17.29058945191313,-8.385972554998899,-31.114599686028257,-28.775510204081638,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,0,True,6.0226,-2.91,21.66,966.74,942.17,4.51,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,16.815920398009933,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=17, gap_180d=-19.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-24.2, gap_60d=-8.4, gap_180d=-19.8, IV_Rank=17",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
ISRG,2025-08-25 07:25:03.360517,25.4,1.58,25.41,1.47,25.85,25.41,28.26,27.98,26.02,2.2,25.6,1.67,25.85,25.41,28.45,25.59,26.41,1.26,25.77,0.56,25.08,24.86,27.7,25.95,25.87,0.24,25.85,0.37,25.35,24.93,26.45,25.48,28.3,-0.01,27.44,-0.46,27.22,26.64,27.54,25.48,29.27,0.01,28.6,0.14,28.73,28.03,29.05,27.18,29.87,0.11,29.25,0.45,29.48,28.72,30.02,28.17,30.76,0.0,29.98,-0.41,30.69,29.21,30.58,28.75,30.95,0.12,30.05,-0.26,30.75,29.46,30.91,29.12,31.16,0.38,30.17,-0.07,30.81,29.69,30.88,29.63,31.34,0.51,29.98,-0.12,30.8,29.41,31.15,29.78,31.9,0.46,29.87,-0.48,31.55,29.62,32.16,30.25,31.9,0.46,29.87,-0.48,31.55,29.62,32.16,30.25,17.68,20.06,19.85,22.13,23.49,37.89,35.68,34.73,8/25/25,3014.2655609272224,47.27272727272732,Flat,Stable,Falling,0.449295745213179,False,Compression,Bullish,2.17394274721146,5.0395941817078915,Falling,20.267976332275673,51.47460937499999,Moderate,20.52109253787546,True,0.7932389848424994,,0.0,,,False,6.02,Bullish,Compression,25.87,19.85,6.02,6.170000000000002,5.780000000000001,-3.7799999999999976,-3.389999999999997,30.32745591939546,27.880704925440586,24.606215410813117,-10.883961992513672,-9.761013532968606,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,66,True,10.0094,12.29,27.72,565.52,550.09,1.88,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,47.27272727272732,Long Strangle,1,Expansion + Moderately Cheap IV (IV_Rank=47),"Natenberg Ch.9 - OTM volatility (cheaper, needs bigger move)",Bidirectional,"gap_30d=6.0, gap_60d=6.2, gap_180d=-3.8, IV_Rank=47",5000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,68,Bidirectional,Volatility,True,Long Strangle,None,0.68,Medium,Medium
IDXX,2025-08-25 07:25:04.924235,22.41,-0.15,23.01,1.4,24.34,21.68,39.43,40.62,22.41,-0.15,23.01,1.4,24.34,21.68,39.43,40.62,22.41,-0.15,23.01,1.4,24.34,21.68,39.43,40.62,22.52,0.07,22.76,1.24,24.34,21.68,36.04,37.15,24.16,1.58,23.57,1.68,23.25,22.25,29.69,30.53,27.4,1.13,26.68,0.91,27.06,26.12,27.98,27.59,28.53,0.67,27.76,0.36,29.09,28.11,28.41,28.21,27.66,0.45,26.91,0.6,28.42,27.03,28.63,28.52,28.17,0.3,27.43,0.43,28.58,27.15,27.91,27.59,28.75,0.09,28.03,0.21,29.02,27.62,27.91,27.59,28.75,0.09,28.03,0.21,29.02,27.62,27.91,27.59,28.75,0.09,28.03,0.21,29.02,27.62,27.91,27.59,28.75,0.09,28.03,0.21,29.02,27.62,27.91,27.59,20.77,96.97,79.52,56.75,50.22,49.16,47.18,44.28,8/25/25,3014.2655609272224,0.0,Contango,Falling,Falling,5.990666815045625,False,High Vol,Bearish,-2.6138733972739465,-0.5489131405273124,Falling,41.21361721969999,32.384484709310726,Strong,16.759455298208024,True,0.7442031659950278,,0.0,,,False,-57.0,Bearish,High Vol,22.52,79.52,57.0,-32.59,-22.82,-16.11,-15.530000000000001,-71.6800804828974,-57.42731277533041,-45.44006371963361,-36.382113821138205,-35.07226738934056,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,11,True,-7.4147,-18.48,-3.8,706.96,692.28,2.31,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-16.1)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-57.0, gap_60d=-32.6, gap_180d=-16.1, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
AMP,2025-08-25 07:25:07.903040,21.05,1.78,21.7,1.39,24.78,20.91,28.51,28.93,21.05,1.78,21.7,1.39,24.78,20.91,28.51,28.93,21.05,1.78,21.7,1.39,24.78,20.91,28.51,28.93,21.05,1.58,21.55,1.09,24.78,20.91,27.09,27.56,21.6,0.58,21.64,-0.03,24.05,22.12,24.68,25.21,22.98,0.5,22.64,-0.35,24.39,23.25,24.59,24.95,23.56,0.42,23.11,-0.47,24.62,23.85,24.54,24.81,23.51,0.68,23.26,0.08,24.25,23.69,24.5,24.71,23.49,0.5,23.08,-0.25,24.38,23.61,24.13,24.18,23.47,0.38,22.96,-0.47,24.57,23.57,24.46,24.4,23.47,0.38,22.96,-0.47,24.57,23.57,24.46,24.4,23.47,0.38,22.96,-0.47,24.57,23.57,24.46,24.4,23.47,0.38,22.96,-0.47,24.57,23.57,24.46,24.4,21.54,21.68,25.01,20.91,22.98,34.28,32.23,30.64,8/25/25,3014.2655609272224,0.0,Flat,Falling,Falling,2.488431009469398,False,Low Vol,Bullish,3.762024709845493,6.82075348469346,Falling,66.60588655707133,75.04552958420119,Strong,11.481884233769478,True,0.5454576833144644,Ascending Triangle,63.0,,,False,-3.960000000000001,Bullish,Low Vol,21.05,25.01,3.960000000000001,0.6900000000000013,0.0,-7.150000000000002,-7.170000000000002,-15.833666533386648,3.2998565279770506,0.0,-23.33550913838121,-23.400783289817237,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,22,True,7.9735,18.19,32.04,483.64,469.79,1.72,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-7.2)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-4.0, gap_60d=0.7, gap_180d=-7.2, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
REGN,2025-08-25 07:25:09.483934,33.88,3.98,33.86,1.98,31.38,33.43,62.22,59.28,33.45,3.56,34.05,2.17,31.38,33.43,53.46,51.2,33.74,3.34,34.0,2.62,32.88,32.48,47.94,46.34,33.98,2.98,33.8,1.32,32.2,31.9,44.26,43.28,33.49,1.83,33.05,1.71,33.41,32.89,40.68,39.63,35.14,0.61,35.01,1.02,35.4,34.2,39.55,38.44,34.27,0.12,33.58,0.14,34.97,33.79,38.97,37.83,35.23,-0.01,34.46,-0.38,35.92,34.44,38.13,36.95,35.8,-0.21,35.5,0.52,36.03,34.37,38.0,36.73,35.34,0.11,34.36,-0.01,35.34,33.5,37.89,35.88,35.35,-0.24,34.55,0.15,35.66,33.55,37.81,35.58,36.0,0.11,34.51,0.02,36.63,33.87,38.14,35.67,36.0,0.11,34.51,0.02,36.63,33.87,38.14,35.67,31.2,27.87,28.25,51.04,51.12,49.08,45.69,43.56,8/25/25,3014.2655609272224,14.759535655058,Flat,Rising,Rising,5.315495168739115,False,High Vol,Bullish,5.041372469048896,12.967538064763929,Falling,19.08837684768046,72.68890197272022,Moderate,17.296004491646716,True,0.5090054294186792,,0.0,,,False,5.729999999999997,Bullish,High Vol,33.98,28.25,5.729999999999997,-17.549999999999997,-15.979999999999997,-7.760000000000005,-8.21,20.283185840707954,-34.384796238244505,-31.259780907668226,-17.814508723599644,-18.847566574839302,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,65,True,21.8305,37.67,90.11,747.3,694.86,2.33,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,14.759535655058,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=15, gap_180d=-7.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=5.7, gap_60d=-17.5, gap_180d=-7.8, IV_Rank=15",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
DE,2025-08-25 07:25:13.745359,22.21,2.7,21.87,1.81,22.36,22.11,27.12,26.28,21.95,2.44,21.7,1.65,22.36,22.11,25.78,25.56,21.45,0.82,22.15,2.29,22.77,22.07,31.93,31.0,22.43,1.87,22.07,1.18,22.57,22.51,31.25,31.41,23.3,1.04,23.05,1.06,23.43,22.86,28.41,28.23,24.81,0.49,24.43,0.77,25.18,24.38,28.07,27.42,25.45,0.19,24.98,0.55,26.14,25.22,27.89,27.0,25.51,0.38,24.84,0.52,26.03,24.91,27.75,26.73,25.97,0.5,25.25,0.46,26.31,25.02,26.86,26.29,26.59,0.54,25.77,0.46,26.85,25.47,27.43,26.57,26.68,0.33,25.75,0.09,27.11,25.72,27.56,26.49,27.88,0.04,26.32,-0.4,28.68,26.48,28.78,27.1,28.1,0.12,26.43,-0.45,28.9,26.67,28.97,27.17,41.31,36.29,31.32,25.74,25.92,31.21,30.69,29.8,8/25/25,3014.2655609272224,0.0,Flat,Stable,Rising,4.125185517713786,False,Compression,Bearish,-0.9858558264717364,-0.7955327855696183,Falling,12.104527296062383,45.00969937841179,Weak,14.820626560356779,True,0.6607501810234855,,0.0,,,False,-8.89,Bearish,Compression,22.43,31.32,8.89,-2.4399999999999977,-1.110000000000003,-3.830000000000002,-3.120000000000001,-28.38441890166028,-9.47940947940947,-4.282407407407419,-12.852348993288595,-10.469798657718124,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True,False,Trending,Bearish,Bearish,4,True,-5.3721,-4.67,-3.76,473.6,472.69,2.01,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-3.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-8.9, gap_60d=-2.4, gap_180d=-3.8, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
TDY,2025-08-25 07:25:15.541775,20.14,0.24,20.14,0.24,20.68,20.69,20.49,20.49,20.14,0.24,20.14,0.24,20.68,20.69,20.49,20.49,20.14,0.24,20.14,0.24,20.68,20.69,20.49,20.49,19.81,0.0,19.86,0.05,20.68,20.69,20.44,20.34,19.47,0.18,19.45,0.2,20.07,20.28,20.41,20.12,20.44,0.52,20.01,0.28,20.81,20.79,20.93,20.4,20.9,0.67,20.25,0.29,21.25,21.09,21.18,20.54,21.09,0.55,20.24,0.11,21.46,21.13,21.34,20.62,21.22,0.47,20.23,-0.01,21.6,21.13,21.52,20.69,21.68,0.42,20.66,0.17,22.07,21.3,21.75,20.78,21.92,0.51,20.58,-0.12,22.03,21.28,21.75,20.78,22.4,0.6,20.72,-0.16,22.49,21.39,21.75,20.78,22.4,0.6,20.72,-0.16,22.49,21.39,21.75,20.78,17.49,14.57,17.63,15.19,16.51,24.93,24.97,23.6,8/25/25,3014.2655609272224,0.0,Flat,Stable,Stable,0.36687872655688347,False,Low Vol,Bullish,1.15189756231014,0.21186670944085328,Falling,32.93682018628708,45.90569792601672,Strong,15.383926109845083,True,0.7765737561759255,,0.0,,,False,2.1799999999999997,Bullish,Low Vol,19.81,17.63,2.1799999999999997,4.279999999999999,3.9299999999999997,-2.3800000000000026,-1.6799999999999997,12.365286443562109,28.1764318630678,23.803755299818288,-10.084745762711874,-7.118644067796609,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,Trending,Bullish,Bullish,4,True,5.4104,5.89,1.09,511.46,516.26,1.9,Bidirectional,False,True,False,Age_0_5,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-2.4)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=2.2, gap_60d=4.3, gap_180d=-2.4, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
CACC,2025-08-25 07:25:18.548095,28.22,-0.53,28.52,0.14,31.08,30.55,42.99,46.11,28.22,-0.53,28.52,0.14,31.08,30.55,42.99,46.11,28.22,-0.53,28.52,0.14,31.08,30.55,42.99,46.11,28.62,-0.16,28.76,0.41,31.08,30.55,40.31,42.92,32.13,1.66,31.86,2.09,30.73,30.22,35.49,37.12,37.7,0.97,37.26,0.81,37.08,36.58,34.34,35.81,36.4,1.01,35.74,0.53,37.33,36.96,36.28,37.21,35.53,0.78,35.04,0.67,36.27,35.83,35.11,36.09,36.59,0.8,35.89,0.58,36.56,36.06,34.76,35.63,35.68,0.23,35.16,0.33,36.53,35.85,35.97,36.17,36.02,0.54,34.83,0.18,36.29,35.28,35.39,35.3,36.54,0.56,35.15,0.17,36.76,35.42,34.9,34.49,36.54,0.56,35.15,0.17,36.76,35.42,34.9,34.49,31.69,44.76,40.96,37.48,37.12,39.22,37.12,35.82,8/25/25,3014.2655609272224,0.0,Contango,Falling,Falling,5.032125682938463,False,High Vol,Bearish,-1.3504069024696614,-0.2526221237727904,Falling,33.03843999524738,43.698206995963176,Strong,15.667361738584514,True,0.5474270348911431,,0.0,,,False,-12.34,Bearish,High Vol,28.62,40.96,12.34,-5.349999999999994,0.5800000000000054,0.7700000000000031,0.20000000000000284,-30.126953125,-14.274279615795077,1.5625000000000147,2.1496370742601982,0.5583472920156416,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,Neutral,Bullish,Bullish,24,True,-1.3889,-6.26,-1.16,463.49,458.39,2.89,Bidirectional,False,True,False,Age_16_plus,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=0.8)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-12.3, gap_60d=-5.3, gap_180d=0.8, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
NOC,2025-08-25 07:25:23.080139,16.35,1.25,16.13,0.58,17.88,16.62,18.79,19.04,16.35,1.25,16.13,0.58,17.88,16.62,18.79,19.04,16.35,1.25,16.13,0.58,17.88,16.62,18.79,19.04,16.49,1.28,15.97,0.28,17.88,16.62,18.77,19.02,17.98,1.23,16.86,-0.43,17.75,16.89,18.96,19.18,20.5,0.64,19.57,-0.9,20.31,19.15,20.94,20.92,20.36,0.33,19.6,-0.27,21.07,19.73,21.86,21.74,20.56,0.28,19.94,0.27,21.34,19.9,21.75,21.54,21.61,-0.18,21.19,0.03,22.61,20.62,21.76,21.46,22.6,0.07,21.61,-0.01,23.16,21.64,22.83,22.12,22.69,-0.07,21.73,-0.05,23.54,21.63,23.52,22.19,23.19,-0.03,22.19,0.33,24.01,22.19,24.29,22.75,23.19,-0.03,22.19,0.33,24.01,22.19,24.29,22.75,7.98,9.95,27.63,25.12,33.21,32.89,32.03,30.29,8/25/25,3014.2655609272224,0.0,Contango,Falling,Falling,0.9382371176247984,False,Low Vol,Bullish,2.4779514965559293,1.1591858896741902,Falling,16.492570699117625,66.51935647409836,Moderate,22.544983622016623,True,1.3671912445128336,Double Bottom,70.0,Bearish Engulfing,Strong,True,-11.14,Bullish,Low Vol,16.49,27.63,11.14,-7.140000000000001,-12.71,-8.68,-7.599999999999998,-40.31849439015563,-28.423566878980893,-38.27160493827161,-28.656322218553974,-25.090789039286886,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,10,True,9.9147,13.96,6.62,563.41,570.75,1.84,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,0.0,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=0, gap_180d=-8.7)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=-11.1, gap_60d=-7.1, gap_180d=-8.7, IV_Rank=0",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
KNSL,2025-08-25 07:25:27.611327,31.86,3.02,30.95,1.81,30.16,30.15,48.57,45.0,31.86,3.02,30.95,1.81,30.16,30.15,48.57,45.0,31.86,3.02,30.95,1.81,30.16,30.15,48.57,45.0,31.77,2.87,31.22,1.97,30.16,30.15,45.1,42.25,31.87,2.21,31.92,1.66,30.23,29.15,38.86,37.31,32.6,1.29,32.16,0.91,32.77,30.37,37.72,35.77,32.96,0.85,32.28,0.54,34.16,31.1,37.13,35.46,33.25,0.65,32.44,0.4,34.96,31.53,36.77,35.27,33.69,0.69,32.84,0.51,35.02,31.77,36.55,35.16,34.19,0.72,33.29,0.62,34.99,32.07,36.55,35.16,34.19,0.72,33.29,0.62,34.99,32.07,36.55,35.16,34.19,0.72,33.29,0.62,34.99,32.07,36.55,35.16,34.19,0.72,33.29,0.62,34.99,32.07,36.55,35.16,31.8,29.34,27.42,25.55,41.1,41.03,40.02,39.0,8/25/25,3014.2655609272224,10.776439089692097,Flat,Rising,Rising,6.695642032114787,False,High Vol,Neutral,2.828915061392926,-0.6724277144136829,Falling,25.770330827231874,72.70263940510664,Strong,29.829650435957905,True,0.9389251002819612,,0.0,,,False,4.349999999999998,Bidirectional,High Vol,31.77,27.42,4.349999999999998,6.32,-8.5,-5.310000000000002,-4.810000000000002,15.864332603938722,24.735812133072407,-20.68126520681265,-13.61538461538462,-12.33333333333334,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,8,True,5.3479,10.82,-2.66,382.57,396.05,2.61,Bidirectional,False,True,False,Age_6_15,UNKNOWN_REGIME,10.776439089692097,Long Straddle,1,"Expansion + Very Cheap IV (IV_Rank=11, gap_180d=-5.3)",Natenberg Ch.9 - ATM volatility play,Bidirectional,"gap_30d=4.3, gap_60d=6.3, gap_180d=-5.3, IV_Rank=11",8000,Defined (max loss = total premium),"Delta-neutral, Long Vega, Short Theta",True,72,Bidirectional,Volatility,True,Long Straddle,None,0.72,Medium,Medium
