Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,IV30_Call,HV30,IVHV_gap_30D,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime,EMA_Signal,Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20,Price_vs_SMA50,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Data_Complete,Crossover_Age_Bucket,Primary_Strategy,Secondary_Strategy,Strategy_Type,Confidence,Success_Probability,Trade_Bias,Entry_Priority,Risk_Level,Strategy_Tier,EXECUTABLE,Dollar_Allocation,Max_Position_Risk,Num_Contracts,Risk_Reward_Ratio,Portfolio_Weight,Risk_Per_Contract,Sizing_Method,Position_Valid,Min_DTE,Max_DTE,Preferred_DTE,Timeframe_Label,Timeframe_Rationale,Contract_Selection_Status,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Option_Type,Total_Debit,Total_Credit,Liquidity_Score,Open_Interest,Bid_Ask_Spread_Pct,Actual_Risk_Per_Contract,Risk_Model,Structure_Simplified,Contract_Intent,Pre_Filter_Status,Filter_Reason,PCS_Score,Execution_Ready,PCS_Final,Best_Strategy,Leg_Count,Capital_Allocation_Recommended,Contracts_Recommended
GOOGL,2025-08-25 07:31:53.088480,34.54,2.35,34.32,2.16,33.45,33.11,52.03,50.43,33.32,1.14,33.22,1.06,33.45,33.11,44.03,43.31,31.69,0.69,31.65,0.77,31.23,31.04,40.46,39.7,30.39,0.52,30.31,0.61,29.81,29.79,37.08,35.45,29.59,0.73,29.29,0.81,28.51,28.19,32.37,32.26,30.83,0.35,30.4,0.51,30.23,29.13,30.89,30.25,29.96,0.25,29.43,0.36,29.99,29.32,30.54,29.04,29.79,0.28,29.17,0.55,29.62,28.35,31.61,29.49,30.51,0.17,29.81,0.49,30.41,29.04,30.8,29.42,30.62,0.15,29.65,0.35,31.04,29.38,31.14,29.43,30.86,0.32,29.66,0.31,31.28,29.53,30.62,29.14,31.45,0.04,29.4,0.04,31.77,29.35,32.66,30.03,31.69,0.29,29.37,-0.09,31.97,29.41,32.94,30.44,19.65,22.77,20.02,22.59,27.76,33.18,33.59,33.4,8/25/25,2986.466742547222,7.977991746905115,Flat,Stable,Stable,30.39,20.02,10.370000000000001,10.370000000000001,7.0,3.0699999999999967,-2.889999999999997,-2.539999999999999,51.7982017982018,30.98716246126605,11.059077809798259,-8.652694610778434,-7.604790419161675,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,127,True,3.4426,0.82,20.63,312.69,292.88,2.3,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.586625,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[270.0],"[""GOOGL260320C00270000""]",call,10250.0,0.0,80.05702648761353,3736,1.6724053123462888,5125.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,85.01710794628406,True,85.01710794628406,Long Call,1,10250.0,1.0
COIN,2025-08-25 07:32:07.163904,57.43,5.0,56.92,4.33,55.3,55.12,74.84,75.01,56.83,4.39,56.47,3.88,55.3,55.12,69.39,68.76,56.29,2.44,56.27,3.29,54.81,54.04,65.72,64.96,56.74,2.72,57.02,3.16,55.12,54.92,63.24,62.59,58.06,1.96,57.73,1.85,56.85,56.37,61.05,60.67,59.62,0.98,59.14,0.9,59.42,59.01,60.35,59.93,58.76,0.27,58.35,0.96,59.48,58.92,61.25,61.04,58.26,0.89,57.39,0.84,58.79,58.45,61.37,60.45,58.35,0.67,57.41,0.72,58.77,58.33,60.83,59.96,58.72,0.65,57.55,0.58,58.92,58.03,61.12,60.17,58.18,0.67,56.93,0.56,58.35,57.68,61.08,60.06,58.06,1.05,55.81,-0.13,57.94,56.58,61.59,59.91,58.21,1.2,55.67,-0.22,57.87,56.47,61.63,59.76,51.57,79.73,67.61,72.33,75.89,82.22,79.02,78.21,8/25/25,2986.466742547222,19.950738916256203,Flat,Stable,Falling,56.74,67.61,-10.869999999999997,10.869999999999997,-14.269999999999996,-16.270000000000003,-19.859999999999992,-20.029999999999994,-16.07750332791007,-19.729019770496333,-21.43892475952036,-25.393172228615256,-25.610535737118013,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,57,True,-7.5798,-22.01,-50.16,258.91,287.06,4.98,True,True,True,Age_16_plus,Long Put,Covered Call (if holding stock),Directional,65.0,0.586625,Bearish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[220.0],"[""COIN260320P00220000""]",put,3270.0000000000005,0.0,64.63309200603723,3504,5.984251968503944,1635.0000000000002,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,84.88992760181117,True,84.88992760181117,Long Put,1,6540.000000000001,2.0
APH,2025-08-25 07:31:45.266468,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.84,0.29,30.98,0.72,30.43,30.96,30.43,29.21,31.2,0.21,31.0,0.42,29.96,30.33,30.59,28.69,32.38,-0.07,32.0,-0.18,31.32,31.18,29.21,28.33,32.81,-0.32,32.34,-0.59,32.11,31.68,31.02,29.0,32.59,-0.41,31.99,-1.02,31.32,30.59,31.94,29.35,33.44,-0.04,32.48,-0.8,31.8,31.2,30.06,28.78,34.36,0.19,33.24,-0.44,33.22,32.62,31.95,30.06,35.11,0.98,33.72,0.28,33.48,32.94,32.93,30.98,34.04,-0.8,32.92,-0.93,32.91,33.04,34.09,32.67,34.04,-0.8,32.92,-0.93,32.91,33.04,34.09,32.67,20.39,24.45,24.4,20.0,26.44,35.39,39.86,38.02,8/25/25,2986.466742547222,100.0,Flat,Stable,Falling,30.84,24.4,6.440000000000001,6.440000000000001,11.2,5.940000000000001,-4.580000000000005,-2.9100000000000037,26.393442622950825,55.99999999999999,22.4659606656581,-12.046291425565506,-7.653866386112582,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,0,True,2.6382,1.45,1.9,135.98,135.53,2.92,True,True,True,Age_0_5,Long Call,Cash-Secured Put,Directional,80.0,0.85,Bullish,High,Medium,1,True,179.33198834342076,179.33198834342076,3,5.67,0.1793319883434208,500,volatility_scaled,True,30,60,45,Short-Medium,Directional strategy with high confidence (80.0): 30-60 DTE for gamma efficiency,Success,2026-02-20,54,[135.0],"[""APH260220C00135000""]",call,3270.0,0.0,53.69119101460507,146,2.7906976744186114,1090.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,84.10735730438152,True,84.10735730438152,Long Call,1,6540.0,2.0
QQQ,2025-08-25 07:31:55.729371,14.74,1.21,14.73,1.2,12.66,12.55,15.85,15.74,15.3,0.21,15.05,0.1,15.19,14.97,15.56,15.76,16.43,0.85,16.25,0.87,14.92,14.75,15.94,15.79,16.44,0.53,16.29,0.57,15.26,15.05,16.25,16.01,17.49,0.49,17.19,0.47,16.51,16.25,17.2,16.89,18.1,0.21,17.72,0.2,17.74,17.35,18.23,17.86,18.65,0.18,18.13,0.12,18.48,18.01,19.07,18.73,18.97,0.2,18.35,0.1,18.82,18.3,19.67,19.13,19.41,0.19,18.69,0.06,19.23,18.64,19.77,19.27,20.45,0.21,19.43,-0.01,20.22,19.41,20.75,19.96,21.11,0.22,19.9,-0.03,20.78,19.84,21.34,20.31,22.8,0.46,20.68,-0.26,22.32,20.89,22.81,21.19,23.16,0.55,20.76,-0.33,22.57,21.0,22.95,21.34,13.61,15.15,12.74,11.96,16.82,28.65,27.15,26.05,8/25/25,2986.466742547222,100.0,Contango,Rising,Rising,16.44,12.74,3.700000000000001,3.700000000000001,5.529999999999998,1.2800000000000011,-6.640000000000001,-4.940000000000001,29.042386185243334,46.237458193979904,7.609988109393585,-25.489443378119002,-18.963531669865645,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,3,True,5.7134,5.3,9.03,618.59,614.86,1.25,True,True,True,Age_0_5,Long Call,Cash-Secured Put,Directional,80.0,0.85,Bullish,High,Medium,1,True,179.33198834342076,179.33198834342076,3,5.67,0.1793319883434208,500,volatility_scaled,True,30,60,45,Short-Medium,Directional strategy with high confidence (80.0): 30-60 DTE for gamma efficiency,Success,2026-02-06,40,[620.0],"[""QQQ260206C00620000""]",call,5394.0,0.0,79.80868418620834,206,0.8377548170902102,1798.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,82.77593858919583,True,82.77593858919583,Long Call,1,5394.0,1.0
SHOP,2025-08-25 07:31:21.788632,39.12,2.38,39.01,2.47,38.0,37.9,44.56,44.21,39.07,2.33,38.88,2.34,38.0,37.9,70.42,69.37,39.39,1.55,39.06,1.54,37.09,37.28,68.16,67.82,39.52,0.63,38.8,-0.09,37.55,37.95,61.85,61.03,42.73,1.88,42.75,2.5,39.72,39.1,52.69,52.51,49.05,1.22,48.49,1.25,46.84,46.3,50.61,50.06,46.82,0.33,46.32,0.46,47.14,46.29,53.65,52.66,45.98,0.25,45.38,0.51,45.75,44.9,51.66,50.95,46.76,0.0,45.97,0.2,46.69,45.58,50.84,49.49,48.3,-0.34,47.19,-0.07,48.47,47.63,52.2,50.06,47.76,-0.43,46.55,-0.38,48.39,46.78,51.38,49.68,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,48.47,-0.34,47.0,-0.12,48.68,46.54,51.28,49.12,36.2,80.74,70.26,56.66,56.39,70.29,66.67,63.51,8/25/25,2986.466742547222,8.106995884773685,Contango,Rising,Falling,39.52,70.26,-30.740000000000002,30.740000000000002,-13.93,-7.340000000000003,-16.75,-15.75,-43.75177910617706,-24.585245322979173,-13.016492285866294,-26.37379940166903,-24.799244213509684,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,22,True,3.4768,7.61,9.8,163.22,161.03,3.7,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.586625,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[145.0],"[""SHOP260320C00145000""]",call,6730.0,0.0,72.01226964034554,630,1.4970059880239521,3365.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,82.60368089210365,True,82.60368089210365,Long Call,1,6730.0,1.0
TSLA,2025-08-25 07:26:35.683333,45.54,2.73,45.47,2.79,42.87,42.51,72.7,70.03,46.02,3.21,45.89,3.22,42.87,42.51,64.8,62.64,46.56,2.08,46.4,2.21,42.58,42.25,59.78,57.96,46.82,1.37,46.66,1.56,43.74,43.33,56.69,55.05,49.9,1.13,49.58,1.38,47.15,46.51,53.33,51.95,52.3,0.51,51.87,0.86,50.72,49.91,53.79,52.42,51.79,0.42,51.25,0.66,51.15,50.25,55.36,53.91,52.24,0.32,51.59,0.71,51.54,50.4,54.72,53.27,53.18,0.12,52.42,0.56,52.59,51.29,54.71,53.16,54.31,0.05,53.27,0.33,54.14,52.52,55.89,53.84,54.73,-0.14,53.44,0.29,54.32,52.62,55.47,53.75,55.85,-0.05,53.51,-0.05,55.65,52.96,57.23,54.28,56.1,0.12,53.43,-0.15,55.76,52.93,57.5,54.29,39.75,37.16,43.56,58.11,58.39,74.65,70.96,70.45,8/25/25,2986.466742547222,23.78378378378378,Flat,Rising,Falling,46.82,43.56,3.259999999999998,3.259999999999998,-8.21,-6.090000000000003,-17.270000000000003,-15.720000000000006,7.483930211202934,-14.12837721562554,-10.429868128104133,-24.513839602555006,-22.31369765791342,True,True,True,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Trending,Bullish,Bullish,23,True,8.2397,14.2,31.05,460.99,444.14,3.84,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.6174999999999999,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.61,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[380.0],"[""TSLA260320C00380000""]",call,22050.0,0.0,68.27754930763014,1009,1.7383348581884772,11025.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,81.48326479228905,True,81.48326479228905,Long Call,1,22050.0,1.0
ETN,2025-08-25 07:26:18.967446,25.27,1.82,25.32,2.0,27.19,27.07,33.48,31.54,25.4,1.95,24.91,1.59,27.19,27.07,35.95,35.67,25.7,0.99,25.17,1.21,24.24,24.84,34.59,34.52,25.53,0.51,25.17,0.16,24.56,24.76,30.84,32.03,26.4,0.74,25.9,0.77,25.24,25.05,28.21,28.47,27.06,0.54,26.51,0.51,26.22,25.91,26.71,27.73,27.38,0.45,26.81,0.39,26.74,26.38,26.95,27.57,27.62,0.42,27.02,0.35,27.05,26.66,27.09,27.48,27.95,0.37,27.23,0.47,27.49,26.8,27.2,27.41,27.86,0.18,27.3,0.21,27.8,26.83,27.54,27.2,28.3,0.27,27.47,0.11,28.32,27.14,27.53,27.07,28.93,0.25,27.65,0.06,29.08,27.73,27.81,27.14,28.93,0.25,27.65,0.06,29.08,27.73,27.81,27.14,14.13,29.42,30.43,27.18,27.64,37.99,43.15,40.29,8/25/25,2986.466742547222,15.4458598726115,Flat,Stable,Falling,25.53,30.43,-4.899999999999999,4.899999999999999,-0.7800000000000011,-0.5800000000000018,-12.34,-11.989999999999998,-16.10253039763391,-2.8697571743929404,-2.0984081041968228,-30.627947381484237,-29.75924547034003,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,44,True,-3.0923,-10.51,-29.64,332.68,351.81,2.72,True,True,True,Age_16_plus,Long Put,Covered Call (if holding stock),Directional,65.0,0.586625,Bearish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.42,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[320.0],"[""ETN260320P00320000""]",put,3679.9999999999995,0.0,52.86150971416295,119,4.444444444444429,1839.9999999999998,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,81.35845291424889,True,81.35845291424889,Long Put,1,7359.999999999999,2.0
MU,2025-08-25 07:31:27.759154,43.73,1.57,43.36,2.23,43.48,43.45,45.01,44.43,43.57,1.41,43.09,1.96,43.48,43.45,43.51,42.88,43.87,1.54,43.35,2.15,42.15,41.96,42.17,41.71,51.55,5.91,50.3,5.31,42.68,42.18,42.55,39.59,48.78,0.44,48.28,0.18,48.02,47.77,42.28,41.46,46.91,0.41,46.32,0.42,46.52,45.98,45.41,44.49,47.92,0.31,46.99,0.02,47.42,46.39,44.41,43.6,47.47,0.17,46.34,0.09,47.22,46.13,45.83,44.46,46.26,-0.18,45.52,0.18,46.2,45.3,45.64,44.47,45.91,0.44,44.81,-0.54,46.14,45.03,45.44,43.71,45.12,-0.31,44.24,-0.89,45.65,44.46,45.26,43.61,45.86,-0.58,43.48,-0.56,46.01,43.67,46.61,44.22,45.87,-0.79,43.4,-0.41,46.21,43.7,47.05,44.46,45.52,47.98,45.21,39.61,40.9,63.18,63.16,65.36,8/25/25,2986.466742547222,100.0,Flat,Rising,Stable,51.55,45.21,6.339999999999996,6.339999999999996,9.170000000000002,6.009999999999998,-19.1,-20.240000000000002,14.023446140234451,23.150719515273927,14.694376528117356,-29.222766217870262,-30.966952264381888,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,Trending,Bullish,Bullish,120,True,21.5336,34.22,50.0,250.57,234.79,5.29,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.648375,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.84,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[210.0],"[""MU260320C00210000""]",call,16880.0,0.0,65.77435166788442,1707,4.049561801148394,8440.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,80.73230550036533,True,80.73230550036533,Long Call,1,16880.0,1.0
PLTR,2025-08-25 07:26:49.239004,59.66,10.27,59.72,10.38,45.49,45.47,45.57,45.53,58.63,9.23,58.57,9.23,45.49,45.47,71.77,71.71,57.09,6.96,56.87,6.73,45.08,45.09,70.87,70.6,56.65,6.05,55.93,5.4,45.71,45.92,65.4,64.6,57.53,4.51,57.37,4.64,48.19,48.14,57.69,57.03,61.28,3.08,60.94,3.16,54.87,54.6,56.54,56.23,59.54,2.69,58.94,2.44,55.33,55.03,60.45,59.57,58.88,2.8,58.15,2.45,54.47,54.15,58.62,58.01,60.34,2.24,59.58,2.09,56.36,55.85,57.62,56.85,60.4,1.77,59.4,1.34,57.53,56.91,59.21,58.16,60.5,1.66,59.62,1.54,57.22,56.6,59.25,58.0,59.64,1.86,57.28,0.79,56.74,55.52,58.66,56.87,59.41,2.08,56.89,0.71,56.22,54.98,57.88,56.37,52.24,55.21,49.34,52.6,58.63,70.43,75.95,73.64,8/25/25,2986.466742547222,55.56119857795833,Flat,Rising,Rising,56.65,49.34,7.309999999999995,7.309999999999995,4.93,2.6499999999999986,-13.299999999999997,-13.14,14.81556546412646,9.372623574144486,4.519870373528907,-18.060836501901136,-17.843563280825638,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,4.5182,5.56,7.6,183.15,181.11,3.74,True,True,True,Age_16_plus,Long Call,Cash-Secured Put,Directional,65.0,0.6174999999999999,Bullish,Medium,Medium,1,True,145.70724052902938,145.70724052902938,2,1.61,0.1457072405290294,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (65.0): 60-90 DTE for thesis development,Success,2026-03-20,82,[145.0],"[""PLTR260320C00145000""]",call,9990.0,0.0,63.53677777416597,1279,3.048780487804878,4995.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,80.06103333224979,True,80.06103333224979,Long Call,1,9990.0,1.0
NVDA,2025-08-25 07:26:28.339205,55.79,5.45,55.58,5.21,52.02,51.92,36.77,35.73,52.36,2.02,52.13,1.76,52.02,51.92,35.24,34.39,47.85,1.36,47.6,1.08,46.51,46.59,34.42,33.64,44.63,1.05,44.4,0.88,42.98,43.03,33.87,33.13,41.67,0.71,41.28,0.56,39.29,39.13,40.18,39.46,42.13,0.22,41.72,0.3,40.34,39.34,38.88,38.2,41.6,-0.01,41.03,0.04,40.24,40.57,40.22,39.36,40.82,-0.05,40.12,0.09,39.4,40.55,40.32,39.39,40.48,0.02,39.76,0.13,39.69,38.58,39.68,38.66,41.23,0.14,40.23,0.07,40.6,39.43,40.04,38.77,41.47,0.06,40.19,-0.09,40.86,39.49,40.8,39.33,42.19,0.09,40.06,-0.27,41.12,39.2,40.89,38.7,42.27,0.3,39.85,-0.37,41.2,39.04,40.75,38.24,22.31,25.34,26.17,26.64,33.82,48.38,56.82,54.48,8/25/25,2986.466742547222,100.0,Inverted,Stable,Falling,44.63,26.17,18.46,18.46,15.030000000000001,8.310000000000002,-14.0,-13.009999999999998,70.53878486816966,56.418918918918926,24.57125960969841,-25.697503671071953,-23.88032305433186,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,2,True,6.2581,9.23,4.47,181.3,186.06,2.65,True,True,True,Age_0_5,Long Call,Cash-Secured Put,Directional,80.0,0.85,Bullish,High,Medium,1,True,179.33198834342076,179.33198834342076,3,5.67,0.1793319883434208,500,volatility_scaled,True,30,60,45,Short-Medium,Directional strategy with high confidence (80.0): 30-60 DTE for gamma efficiency,Success,2026-02-06,40,[180.0],"[""NVDA260206C00180000""]",call,4890.0,0.0,70.49811182333043,76,1.2345679012345634,1630.0,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,79.98276688033246,True,79.98276688033246,Long Call,1,4890.0,1.0
HD,2025-08-25 07:26:16.430128,18.62,2.43,18.61,2.4,29.69,29.89,23.5,22.46,18.66,2.47,18.57,2.36,29.69,29.89,22.91,21.65,18.76,1.45,18.58,1.11,25.86,25.89,22.15,20.93,19.06,0.96,18.91,1.09,23.83,24.48,26.74,26.07,19.9,0.83,19.49,0.86,22.12,22.36,25.02,23.84,21.29,0.49,20.83,0.3,23.1,22.8,24.26,23.25,21.09,0.13,20.59,0.18,22.98,22.54,25.1,23.49,21.06,0.02,20.54,0.23,22.68,22.24,24.82,23.22,21.38,0.22,20.82,0.66,22.74,21.75,24.53,23.01,22.41,0.21,21.77,0.57,23.52,22.21,24.72,23.15,22.76,0.06,21.94,0.61,23.66,22.34,24.66,23.03,23.65,-0.12,22.63,0.44,24.7,23.03,25.85,23.68,23.65,-0.12,22.63,0.44,24.7,23.03,25.85,23.68,33.18,25.9,24.62,20.97,21.39,25.15,24.68,24.03,8/25/25,2986.466742547222,0.0,Flat,Falling,Rising,19.06,24.62,-5.560000000000002,5.560000000000002,-1.0700000000000003,-0.10000000000000142,-2.650000000000002,-1.2699999999999996,-22.58326563769294,-5.102527420123988,-0.467508181393181,-11.027881814398677,-5.285060341240114,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,Trending,Bearish,Bearish,88,True,-3.0394,-2.28,-11.57,352.06,361.35,2.14,True,True,True,Age_16_plus,Long Straddle,Long Strangle,Directional,70.0,0.6649999999999999,Bidirectional,High,Low,1,True,188.2985877605918,188.2985877605918,3,1.49,0.1882985877605918,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,Success,2026-03-20,82,"[360.0, 360.0]","[""HD260320C00360000"", ""HD260320P00360000""]",mixed,9839.999999999998,0.0,63.06266836496876,2016,2.955541190835303,3279.9999999999995,Debit_Max,False,Execution_Candidate,Valid,All validation checks passed,79.91880050949062,True,79.91880050949062,Long Straddle,1,9839.999999999998,1.0
